Rank,Team,Points,Wins,Draws,Losses,Projected Finish,Projected Points,Projected Wins,Projected Draws,Projected Losses,Offensive Rating,Defensive Rating,Total Rating,form,Spoon,Top 8,Top 4,Minor Premiers,Week 2,Week 3,Make GF,Premiers,SoS
1,Panthers,10,5,0,1,1,40,20,0,4,8.64994185691446,9.448715325775403,18.098657182689855,0.17027297628775942,0.0,0.999569,0.991194,0.870317,0.997024,0.950926,0.719485,0.520235,-1.5546354094483938
2,Roosters,6,3,0,2,3,30,15,0,9,2.8679713625561556,2.694802361571193,5.562773724127348,0.34227480048487147,0.000722,0.805485,0.473455,0.030395,0.661916,0.468495,0.22542,0.093169,-0.019027525712860868
3,Storm,4,2,0,4,6,26,13,0,11,3.2364673560050927,0.9008297541810717,4.137297110186162,-1.8479846820943537,0.003281,0.595174,0.22425,0.005075,0.435476,0.27043,0.12217,0.049679,-0.2733790420916645
4,Sharks,6,3,0,3,5,28,14,0,10,3.3741974686827647,0.7465906273163851,4.120788095999147,0.18164057457769678,0.001199,0.769459,0.406144,0.01338,0.604632,0.40123,0.178113,0.068888,-1.9557464285011277
5,Broncos,6,3,0,3,7,26,13,0,11,2.3178663139683433,1.5138319656422827,3.8316982796106256,0.19693851657502562,0.002164,0.645074,0.273376,0.008388,0.4801,0.30378,0.13546,0.053516,0.2088238257135863
6,Cowboys,8,4,0,2,2,30,15,0,9,3.9536842419220104,-0.1557696098238237,3.7979146320981867,1.5028743787191454,0.000523,0.810473,0.47066,0.02957,0.651602,0.440011,0.192964,0.073356,-0.24430010861874585
7,Warriors,8,4,0,2,4,28,14,0,10,2.0135160751054606,0.09490216392591921,2.1084182390313773,-0.3975401197777518,0.000986,0.764077,0.394901,0.022225,0.580208,0.363569,0.147774,0.052763,-0.350800743064412
8,Rabbitohs,6,3,0,2,9,24,12,0,12,2.7284823396561224,-2.913952664112537,-0.18547032445641554,-1.0038233207023064,0.007029,0.502687,0.180508,0.005376,0.33622,0.187365,0.07161,0.024514,0.26712271199329357
9,Manly,4,2,0,3,11,22,11,0,13,0.9858392191019051,-3.0090201289651013,-2.0231809098631968,0.5578579258147975,0.026425,0.289105,0.072438,0.001015,0.174597,0.087725,0.031356,0.010206,0.1685440499115154
10,Knights,8,4,0,2,10,24,12,0,12,-0.2066934310742044,-2.107951256658295,-2.314644687732499,0.25272283217462393,0.006636,0.49478,0.160516,0.004167,0.306263,0.155339,0.052902,0.016254,-0.5324433501182244
11,Tigers,8,4,0,1,8,26,13,0,11,-1.6830840307944726,-1.082243435177395,-2.765327465971866,1.6783265855185092,0.00541,0.551396,0.200322,0.008031,0.347317,0.178113,0.059413,0.017893,0.06670848983962255
12,Eels,4,2,0,4,15,18,9,0,15,1.6162999918209797,-5.4352067728294795,-3.8189067810085016,-1.5588515560001752,0.071351,0.132682,0.021574,0.000193,0.072835,0.032761,0.010952,0.00341,0.23773035869989112
13,Bulldogs,6,3,0,2,12,22,11,0,13,-3.4620041856913177,-0.43756741602071747,-3.8995716017120365,0.603377367166491,0.0231,0.298458,0.075383,0.001346,0.170487,0.080786,0.026579,0.008094,0.3999461806453128
14,Dolphins,4,2,0,3,13,20,10,0,14,-1.438647046500133,-2.7271302229111587,-4.165777269411293,-0.3697308855678925,0.064499,0.157914,0.031321,0.000347,0.08873,0.041244,0.013827,0.004379,0.8228886244562208
15,Raiders,4,2,0,4,16,18,9,0,15,-0.8128376043353165,-4.294245260106281,-5.107082864441596,-0.30702159407753876,0.092722,0.0892,0.011669,0.0001,0.046396,0.019781,0.006384,0.00203,1.5716881663486526
16,Titans,4,2,0,4,14,18,9,0,15,-3.7403843659701184,-2.8618617931635177,-6.602246159133637,1.0263226778937329,0.095311,0.08939,0.01204,7.4e-05,0.044163,0.01774,0.005394,0.001565,0.45509697675432254
17,Dragons,0,0,0,6,17,10,5,0,19,-6.913325287855848,-3.86201391215582,-10.775339200011672,-1.266432675992023,0.598642,0.005077,0.000249,1e-06,0.002034,0.000705,0.000197,4.9e-05,0.2216312021696367
