, Cowboys, Titans, Cowboys, Titans, Cowboys, Titans, Cowboys, Titans, Cowboys, Titans, Cowboys, Titans, Cowboys, Titans, Cowboys, Titans
, Panthers, Panthers, Manly, Manly, Panthers, Panthers, Manly, Manly, Panthers, Panthers, Manly, Manly, Panthers, Panthers, Manly, Manly
, Raiders, Raiders, Raiders, Raiders, Dolphins, Dolphins, Dolphins, Dolphins, Raiders, Raiders, Raiders, Raiders, Dolphins, Dolphins, Dolphins, Dolphins
, Tigers, Tigers, Tigers, Tigers, Tigers, Tigers, Tigers, Tigers, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks
Storm, 92.61125215401007, 93.05454545454546, 92.73752279887249, 93.07292668847413, 92.97331734372658, 93.27720207253886, 92.81691258131049, 92.86498353457738, 91.92992575502115, 92.50525037321931, 92.0265547477143, 92.7408664298213, 92.31262947521121, 92.88358846564614, 92.25816308713112, 92.58310092711238
Bulldogs, 90.1316741426711, 90.14545454545456, 90.30287956668325, 90.24437175293438, 90.05771248688352, 90.73834196891191, 90.34983341266064, 90.50493962678375, 89.8567604342296, 90.25075276435312, 90.42812119699192, 90.31231772628453, 89.85592702946687, 90.2812388750445, 90.09298061812467, 90.72133865983267
Sharks, 61.10943028899909, 61.8909090909091, 59.93754490687005, 61.84337117567827, 59.970394243741566, 61.24352331606217, 59.01951451689672, 60.729967069154775, 81.42100748365722, 82.02980693808355, 80.43576621836678, 80.73068561429557, 80.37194934225288, 80.85083659665361, 79.63156975729004, 80.11607748549031
Cowboys, 72.30765183304612, 49.90909090909091, 72.5197590228265, 49.83644410236675, 70.44670963873482, 46.87823834196892, 70.77185467237823, 49.31394072447859, 72.45725737273345, 49.65967460337542, 72.43657752675757, 49.31862771090726, 70.93702221364127, 47.440370238519044, 70.716561899773, 47.24504409436949
Panthers, 64.01915260257034, 65.72727272727272, 37.30448239650694, 38.964787377333074, 64.4299955029231, 65.45336787564767, 37.93431699190862, 37.07464324917673, 64.93144910817287, 66.30145998330002, 38.19312260117952, 40.19301129434222, 65.3656092966463, 66.76041295834817, 38.77575519469181, 40.6195824225522
Raiders, 86.83916286289315, 86.72727272727273, 87.26855690045873, 85.87646719261112, 66.58109728676361, 66.10103626943004, 66.59923845787719, 66.602634467618, 87.41052148963232, 87.3257255636244, 87.48322775922863, 87.39593827880587, 67.40120747864474, 67.23033107867569, 67.60629474419417, 66.62395417200572
Roosters, 34.71803843674774, 36.00909090909091, 34.14303874426574, 35.347315759091785, 33.03477739469345, 34.1580310880829, 32.45280025384737, 35.8397365532382, 32.93770520898039, 34.67523595050733, 32.063063625300344, 33.63911129964473, 31.296865460579525, 32.65574937700249, 30.702156451894535, 32.7956584005427
Broncos, 68.00620881072335, 67.31818181818183, 68.13961200464269, 68.21243024822013, 66.63731074801379, 66.23056994818653, 67.52736792003807, 66.73984632272229, 66.59012926317035, 66.5873839224716, 66.87209411177332, 67.00249217880058, 64.8411857711635, 65.16553933784265, 65.38327221931203, 66.02849174643853
Manly, 36.17421501953408, 37.19090909090909, 62.14834466368209, 63.65210698479892, 35.894168790286315, 37.57772020725388, 61.776138346818975, 62.65093304061471, 35.3710030467063, 36.66405202297513, 61.89892969700752, 62.824115806776604, 35.224041035488604, 36.62157351370595, 61.40103893836214, 63.35267958091505
Dolphins, 34.376027676563055, 35.78181818181818, 34.14856574365777, 34.519915335770634, 60.89604257232799, 63.38082901554404, 60.1975249881009, 62.45883644346871, 32.95915047179578, 34.82199337061309, 32.38134614784535, 34.63068031178748, 59.48684766670668, 61.6625133499466, 59.03723590012223, 60.17185497851813
Warriors, 60.695071098775344, 60.74545454545455, 60.05084839440668, 60.862035789878774, 58.58004796882027, 59.494818652849744, 59.396319213073134, 59.357848518111965, 60.14360931168101, 60.73479922066749, 60.525946266421194, 60.878095339095395, 58.598719467331804, 59.469562121751515, 58.62253361271171, 59.15429260571342
Rabbitohs, 27.347706554767758, 27.37272727272727, 27.62670646106229, 28.805079853761782, 27.47151851296657, 27.318652849740932, 27.169601776931618, 26.5642151481888, 27.117534830064777, 27.10204701298044, 27.07351702187412, 27.5253194761122, 26.73620713946535, 27.087931648273404, 26.92181770560503, 26.71289666088792
Dragons, 26.428223780271242, 28.79090909090909, 26.800420051953793, 27.669809505483933, 26.77447159346425, 28.847150259067355, 26.868158019990478, 28.26564215148189, 25.596400153814297, 26.61116874573012, 25.56245514400724, 27.233681531364333, 25.98688158464613, 27.287290850836598, 26.15898376113148, 27.46664656666918
Eels, 10.295839307559755, 10.554545454545455, 10.736196319018406, 12.083894554550701, 10.034102833158446, 10.647668393782384, 10.479136918927495, 11.251372118551043, 9.565696453397225, 9.865641051592824, 9.940087995756233, 10.377008324937695, 9.171932644190377, 9.42684229263083, 9.406102671555788, 9.738448782693903
Tigers, 20.444350903039947, 21.4, 20.784281213729066, 21.647104098518376, 21.745240593614152, 22.577720207253886, 21.493733142947804, 21.542261251372118, 7.5838583725264, 8.175400420029858, 7.950042125627983, 8.415080332997507, 8.11056204634756, 8.679245283018867, 8.263488737558932, 9.09776136277983
Titans, 6.911248207732074, 19.581818181818182, 7.234842204167357, 19.453530883201847, 6.9142557337730475, 18.67875647668394, 6.972870061875297, 19.099890230515918, 6.944937438991924, 19.106297917562813, 7.058382999968796, 19.089029110769392, 6.856641915267769, 18.92132431470274, 6.961541819451719, 19.26584759176905
