Rank,Team,Points,Wins,Draws,Losses,Projected Finish,Projected Points,Projected Wins,Projected Draws,Projected Losses,Offensive Rating,Defensive Rating,Total Rating,form,Spoon,Top 8,Top 4,Minor Premiers,Week 2,Week 3,Make GF,Premiers,SoS
1,Storm,16,8,0,4,3,34,17,0,7,5.878430017554719,5.6582106604650795,11.536640678019804,-0.4444631225970979,1e-06,0.982422,0.814232,0.197574,0.903465,0.735903,0.45093,0.261721,-0.9573298571568626
2,Raiders,22,11,0,3,1,36,18,0,6,5.189089540425609,3.20418076313927,8.393270303564881,1.6648828951357217,0.0,0.998055,0.932825,0.363426,0.961175,0.756881,0.39691,0.194565,-3.123756688897932
3,Dolphins,14,7,0,7,5,28,14,0,10,3.602734858050423,3.4797705397261596,7.082505397776584,3.213851284556064,8e-05,0.879095,0.269319,0.004033,0.625161,0.393632,0.205323,0.108379,-1.0221039658586792
4,Bulldogs,22,11,0,2,2,36,18,0,6,1.8435255777224104,3.973261308560983,5.816786886283396,-0.8662296796350768,0.0,0.992119,0.849507,0.280508,0.907725,0.663409,0.320216,0.148504,0.2708791265049428
5,Warriors,20,10,0,3,4,34,17,0,7,0.9136024669930356,3.2481705638929403,4.161773030885976,0.9651590292719984,0.0,0.98302,0.766105,0.14826,0.854671,0.577653,0.25491,0.108827,-2.6066608412639045
6,Roosters,12,6,0,7,7,24,12,0,12,2.132358184484748,2.0050532686019453,4.1374114530866954,-0.0828234191648991,0.003287,0.598287,0.084065,0.000939,0.371956,0.205298,0.097942,0.051749,0.9653797908486825
7,Sharks,16,8,0,6,6,28,14,0,10,2.6952348185837494,0.12517803740631306,2.820412855990063,-1.4423056576095752,0.00017,0.809932,0.194672,0.004564,0.497291,0.272352,0.12182,0.056793,-0.47475218011293235
8,Panthers,11,5,1,7,8,23,11,1,12,-2.620748438201429,4.456686832910507,1.8359383947090815,-1.1070685833518232,0.018902,0.438034,0.034566,0.000303,0.245662,0.122422,0.052611,0.026245,0.12478450260330129
9,Manly,12,6,0,8,9,20,10,0,14,-2.2452606673126865,0.5074676614839514,-1.737793005828732,-0.8265796240378952,0.01451,0.277182,0.012961,7.5e-05,0.14046,0.064011,0.024645,0.011278,1.7553146945396854
10,Eels,8,4,0,9,14,18,9,0,15,-5.128433817364052,0.9939357910930287,-4.134498026271022,-0.04235488402064669,0.149235,0.100587,0.001278,1e-06,0.050346,0.022378,0.008435,0.003871,-0.2959847596390333
11,Broncos,12,6,0,7,10,20,10,0,14,-1.1568103462550494,-3.219648679476735,-4.376459025731782,-0.3781801653037579,0.025222,0.281959,0.022324,0.000282,0.133676,0.057782,0.021442,0.009063,1.3818732936500646
12,Rabbitohs,12,6,0,8,11,20,10,0,14,-2.645756039535133,-2.4215693408334387,-5.067325380368571,-0.7154888619334376,0.060433,0.156966,0.003233,1e-06,0.071144,0.028471,0.00953,0.003931,0.38304617766616406
13,Knights,10,5,0,9,16,16,8,0,16,-10.003177618787301,4.777651466035704,-5.2255261527515975,0.6558756007774719,0.132383,0.052014,0.000652,0.0,0.025355,0.011103,0.004123,0.00186,3.039499520015367
14,Cowboys,11,5,1,7,12,19,9,1,14,1.2783934922865767,-6.596252204641379,-5.317858712354799,-2.2143556320696685,0.074588,0.183212,0.007314,1.7e-05,0.08414,0.034687,0.012126,0.005032,-0.20618223914616413
15,Dragons,10,5,0,8,13,18,9,0,15,-2.4430154447743604,-2.881736475235769,-5.324751920010127,-1.0341492668617256,0.109132,0.115637,0.00388,8e-06,0.057218,0.02507,0.009247,0.004075,1.754671645751077
16,Tigers,10,5,0,8,15,18,9,0,15,-2.074447194298549,-4.517134557622345,-6.591581751920893,0.4172316237854772,0.140096,0.094668,0.002133,9e-06,0.044206,0.01815,0.006229,0.002651,0.720646872538617
17,Titans,8,4,0,9,17,16,8,0,16,-0.47037971245951116,-7.538565312619417,-8.008945025078928,0.42183694122529025,0.271961,0.056811,0.000934,0.0,0.026349,0.010798,0.003561,0.001456,-1.0924456307563888
