Rank,Team,Points,Wins,Draws,Losses,Projected Finish,Projected Points,Projected Wins,Projected Draws,Projected Losses,Offensive Rating,Defensive Rating,Total Rating,form,Spoon,Top 8,Top 4,Minor Premiers,Week 2,Week 3,Make GF,Premiers,SoS
1,Storm,26,13,0,5,2,34,17,0,7,8.17750033173692,1.250648506577618,9.428148838314542,-0.028889353912474523,0.0,0.999567,0.919196,0.142269,0.958347,0.780102,0.442275,0.242098,1.6137729611902925
2,Panthers,21,10,1,7,5,29,14,1,9,-1.3244598430776977,10.384135863252308,9.059676020174612,1.6988211871573753,0.0,0.952424,0.302572,0.00029,0.690522,0.444297,0.244129,0.137839,1.016180971077553
3,Raiders,32,16,0,3,1,38,19,0,5,7.83906528020859,0.374764554854669,8.213829835063258,0.7023681301243873,0.0,1.0,0.999383,0.676848,0.99968,0.821238,0.433844,0.216776,0.576105538050893
4,Dolphins,18,9,0,9,7,26,13,0,11,7.1169739498077975,-1.1916771297712385,5.92529682003656,0.4616110034788025,0.0,0.711113,0.074999,0.0,0.445777,0.244124,0.120144,0.063903,0.7667198783007853
5,Bulldogs,28,14,0,4,3,34,17,0,7,-5.311000659038504,10.949892596722652,5.638891937684151,0.49406475586765836,0.0,0.999964,0.926603,0.176678,0.95811,0.716375,0.349351,0.16274,2.2322495314130166
6,Roosters,16,8,0,10,10,22,11,0,13,7.160350607022596,-3.960419784211335,3.1999308228112633,-0.3388521027845148,0.000161,0.246262,0.00244,0.0,0.14112,0.073408,0.034472,0.018446,1.705385052198282
7,Sharks,22,11,0,8,6,28,14,0,10,-1.3280954335468649,3.20992717476809,1.8818317412212282,0.9283227353442299,0.0,0.917769,0.204745,1.5e-05,0.534309,0.271887,0.11403,0.049215,-3.148469390423698
8,Manly,18,9,0,9,9,24,12,0,12,-0.9608902919134998,2.2555543856773537,1.2946640937638563,0.31042264389406266,1e-06,0.479756,0.027082,0.0,0.258596,0.12222,0.051147,0.023705,0.6850512518645139
9,Warriors,24,12,0,6,4,30,15,0,9,-1.0116655913113353,1.1820248683078995,0.1703592769965656,0.14830858342482736,0.0,0.958819,0.46519,0.003872,0.658432,0.367481,0.148774,0.058919,-0.5995639712854787
10,Broncos,20,10,0,8,8,26,13,0,11,-2.296591183156109,1.2663415745422681,-1.0302496086138393,-0.2046787502352161,0.0,0.668988,0.077789,2.8e-05,0.326643,0.147346,0.057645,0.024602,1.3003168182418376
11,Dragons,12,6,0,12,13,16,8,0,16,3.419096428784173,-6.4717561614646275,-3.0526597326804534,-0.5127420846845837,0.068739,0.00877,0.0,0.0,0.004722,0.002309,0.001007,0.000506,2.4535052311517833
12,Cowboys,15,7,1,11,11,19,9,1,14,-0.015420302270197528,-4.182033802935813,-4.19745410520601,0.0021748917933857768,0.006527,0.051594,1e-06,0.0,0.021481,0.008273,0.002828,0.001096,-4.5066278152866195
13,Rabbitohs,12,6,0,13,15,16,8,0,16,-2.3159150128587083,-3.583414567450116,-5.899329580308822,-0.3389254351648534,0.178442,0.00046,0.0,0.0,0.000203,7.4e-05,2.8e-05,1.3e-05,-2.857311093000003
14,Eels,12,6,0,12,16,16,8,0,16,-2.5243387954347756,-3.631023000865821,-6.1553617963005935,-0.575632977907761,0.143806,0.002878,0.0,0.0,0.001379,0.000623,0.000245,0.00011,-0.6968757748487079
15,Knights,12,6,0,13,14,16,8,0,16,-5.503126568007534,-1.3797833336922531,-6.882909901699786,-1.5576394830339113,0.154382,0.00037,0.0,0.0,0.000167,6.2e-05,1.4e-05,8e-06,-0.08831154974492054
16,Titans,10,5,0,13,17,14,7,0,17,-4.204084690720729,-3.0441304594956664,-7.248215150216392,1.400333331484388,0.355438,9.5e-05,0.0,0.0,4.4e-05,1.8e-05,1e-05,2e-06,0.13189746118000567
17,Tigers,14,7,0,12,12,18,9,0,15,-4.864265118273591,-5.482184392766521,-10.34644951104011,-1.8903005122221377,0.092504,0.001171,0.0,0.0,0.000468,0.000163,5.7e-05,2.2e-05,0.7403433222177724
