Rank,Team,Points,Wins,Draws,Losses,Projected Finish,Projected Points,Projected Wins,Projected Draws,Projected Losses,Offensive Rating,Defensive Rating,Total Rating,form,Spoon,Top 8,Top 4,Minor Premiers,Week 2,Week 3,Make GF,Premiers,SoS
1,Panthers,10,5,0,0,1,42,21,0,3,10.101650506543194,10.817420000523821,20.91907050706701,1.7141906180574378,0.0,0.999959,0.998571,0.952569,0.999543,0.9668,0.760376,0.571674,-2.305601191408845
2,Storm,4,2,0,3,3,28,14,0,10,4.298239221218421,1.830873682107475,6.1291129033258915,-1.8234151543259163,0.000596,0.782953,0.400462,0.005661,0.624013,0.423882,0.19717,0.075805,-0.508066427488358
3,Sharks,6,3,0,2,2,30,15,0,9,3.8920867305029576,1.9129640919770865,5.805050822480043,-0.06097920826684322,0.000223,0.87286,0.561105,0.011948,0.735349,0.524662,0.23921,0.087603,-1.816364922342639
4,Broncos,6,3,0,2,4,28,14,0,10,1.497139060675752,3.542567147005679,5.03970620768143,1.256525517694594,0.000555,0.788282,0.417257,0.007872,0.624746,0.417974,0.184272,0.067168,-0.1410977978881701
5,Roosters,4,2,0,2,8,26,13,0,11,1.8073038927135794,2.4304124943401244,4.237716387053704,0.15377052482110068,0.002196,0.661783,0.286653,0.004168,0.49511,0.314154,0.136271,0.049689,0.6561883657250548
6,Cowboys,6,3,0,2,5,28,14,0,10,1.9892729069657225,0.6452142241539924,2.634487131119714,1.479582778149047,0.001364,0.706559,0.320619,0.00484,0.520745,0.31743,0.126034,0.042002,-0.2564947773369928
7,Rabbitohs,6,3,0,1,9,26,13,0,11,2.516463031328021,-1.6149077831451804,0.9015552481828425,-0.8877447974112141,0.002624,0.634824,0.266995,0.004397,0.44538,0.257217,0.096094,0.030204,0.3097349435461637
8,Warriors,6,3,0,2,7,26,13,0,11,1.043719651208392,-0.8757368148088049,0.16798283639958522,-0.5022766841244025,0.003617,0.568223,0.191484,0.002439,0.371584,0.199247,0.07143,0.022246,0.2531864410307866
9,Knights,8,4,0,1,6,28,14,0,10,-0.15747665647826098,-0.3136024153080963,-0.4710790717863582,0.17745436597206168,0.0017,0.668891,0.278735,0.004263,0.455657,0.249381,0.085743,0.024746,-0.7370747166665148
10,Eels,4,2,0,3,11,22,11,0,13,2.711544882097688,-4.281121114124898,-1.569576232027212,-0.7970234258993568,0.016827,0.330859,0.076156,0.000365,0.195814,0.094674,0.032171,0.009523,-0.4783104034450082
11,Manly,2,1,0,3,12,20,10,0,14,0.7577141781544958,-3.660609708463973,-2.9028955303094754,-0.35261007150785445,0.043714,0.211244,0.041692,0.000133,0.119609,0.055497,0.018261,0.005348,-0.028378717919009467
12,Tigers,6,3,0,1,10,24,12,0,12,-3.462236728040192,-0.638820922929977,-4.101057650970168,1.5378804547105,0.010651,0.416863,0.111837,0.00121,0.234548,0.107025,0.031889,0.008326,0.02375395227636954
13,Dolphins,4,2,0,3,13,20,10,0,14,-1.6520200890543961,-2.8586868961214065,-4.510706985175802,-0.39275571070334964,0.051332,0.157097,0.025483,6.5e-05,0.082663,0.035509,0.010906,0.003005,0.6079417547236203
14,Bulldogs,4,2,0,2,14,18,9,0,15,-4.83710625515978,-1.4138082836342263,-6.250914538794006,0.22551464981471311,0.071629,0.119498,0.016801,6.2e-05,0.058963,0.023601,0.006695,0.001756,1.6569624672828653
15,Raiders,2,1,0,4,15,16,8,0,16,-2.707386120763392,-4.190925833093015,-6.898311953856408,-1.276977217083485,0.185283,0.036851,0.003115,6e-06,0.017578,0.006728,0.00196,0.000542,1.9008627782363987
16,Titans,2,1,0,4,16,14,7,0,17,-5.452892396348265,-3.654059384152373,-9.10695178050064,-0.09824851187853922,0.220725,0.03048,0.002375,2e-06,0.013388,0.00451,0.001109,0.000255,0.3105768428844411
17,Dragons,0,0,0,5,17,12,6,0,18,-6.593831929256167,-3.4293563706339865,-10.023188299890158,-1.0123730654696248,0.386964,0.012774,0.00066,0.0,0.00531,0.001709,0.000409,0.000108,-0.01275843835483304
