Rank,Team,Points,Wins,Draws,Losses,Projected Finish,Projected Points,Projected Wins,Projected Draws,Projected Losses,Offensive Rating,Defensive Rating,Total Rating,form,Spoon,Top 8,Top 4,Minor Premiers,Week 2,Week 3,Make GF,Premiers,SoS
1,Storm,4,2,0,0,1,38,19,0,5,9.335658881970248,5.271208985304433,14.606867867274682,0.2572225868193642,0.000139,0.951349,0.80649,0.447008,0.883992,0.746336,0.464689,0.277838,-0.2731207848311746
2,Panthers,2,1,0,2,3,30,15,0,9,5.319504497258782,3.081237694634721,8.400742191893503,-0.321581024959177,0.003074,0.794056,0.48368,0.093702,0.652356,0.47245,0.250442,0.126752,-1.6046086370530344
3,Sharks,4,2,0,1,4,30,15,0,9,3.9524210934460253,3.2410841740769185,7.193505267522945,0.7395895603940893,0.003058,0.765303,0.446347,0.103188,0.615284,0.433643,0.221986,0.110495,0.19276224638142098
4,Manly,4,2,0,1,2,30,15,0,9,6.240553633088104,0.5327246006839675,6.773278233772077,0.8591818593393808,0.002566,0.798242,0.485931,0.117221,0.649738,0.46381,0.239567,0.119847,-0.2705038222312236
5,Roosters,2,1,0,2,7,26,13,0,11,5.501083281764495,-1.4705517138566488,4.0305315679078495,-1.0280172264516076,0.013761,0.579357,0.248359,0.036482,0.427949,0.276087,0.136706,0.067411,-0.055663915013088386
6,Bulldogs,6,3,0,0,5,30,15,0,9,-2.7566832860022075,5.698466509502751,2.9417832235005443,0.20364790092116433,0.003101,0.72261,0.393007,0.078778,0.549257,0.360713,0.165729,0.075182,0.3729035816101454
7,Warriors,4,2,0,1,6,26,13,0,11,-2.2107888673955047,3.618854802979189,1.4080659355836875,0.7445415764001178,0.011574,0.608202,0.270374,0.035405,0.428334,0.25817,0.110503,0.047201,-1.7360288502316261
8,Cowboys,0,0,0,3,11,22,11,0,13,1.7567320522122674,-2.3038159304156007,-0.5470838782033316,-2.403890474452204,0.05509,0.329852,0.09256,0.007303,0.22431,0.130879,0.060998,0.02945,0.20388339281688392
9,Raiders,4,2,0,1,8,26,13,0,11,-1.6002123412818845,0.6388320953359152,-0.9613802459459659,0.2574017733715584,0.018664,0.544001,0.220678,0.027283,0.368836,0.213016,0.088258,0.03639,-1.4761071392010705
10,Knights,4,2,0,1,10,24,12,0,12,-7.273493482619482,5.932291897990396,-1.3412015846290843,-0.9460709560591534,0.021075,0.443123,0.156721,0.017384,0.294254,0.166466,0.069201,0.029138,0.4938663860778063
11,Broncos,4,2,0,1,9,24,12,0,12,0.7174753544223884,-3.75213475854915,-3.0346594041267596,1.4231346871356543,0.028513,0.415472,0.142567,0.017601,0.268092,0.149165,0.061728,0.026059,0.1995229842744205
12,Titans,2,1,0,1,12,20,10,0,14,0.9551569591640634,-6.614434570151193,-5.659277610987129,0.6426138617495917,0.090587,0.25546,0.073539,0.006523,0.157702,0.083239,0.032555,0.013191,-0.5040747754061393
13,Rabbitohs,4,2,0,1,14,18,9,0,15,-5.59243904596973,-0.22492213991424015,-5.817361185883969,1.1190028750864238,0.077785,0.202388,0.048872,0.004045,0.1214,0.061873,0.024376,0.010181,1.5601250777301818
14,Tigers,4,2,0,1,13,20,10,0,14,-1.7381297623075724,-4.589600105124545,-6.327729867432115,2.2773528124026288,0.067802,0.229424,0.060758,0.004848,0.138086,0.070787,0.027131,0.010754,1.0965814144448915
15,Eels,0,0,0,3,17,16,8,0,16,-1.2189819518248264,-5.791958674224528,-7.010940626049351,-1.385035721322381,0.210146,0.108569,0.019673,0.000836,0.066498,0.034292,0.013978,0.006205,0.5958749784161952
16,Dolphins,0,0,0,3,15,16,8,0,16,-4.499153648687172,-2.7869815611105695,-7.28613520979774,-1.7515734408900556,0.187172,0.121377,0.0217,0.000848,0.072761,0.036442,0.014574,0.006187,0.421431497212297
17,Dragons,0,0,0,2,16,16,8,0,16,1.1345223280247891,-8.503527002424603,-7.369004674399813,-0.687520649485395,0.205893,0.131215,0.028744,0.001545,0.081151,0.042632,0.017579,0.007719,0.8546393094177767
