Rank,Team,Points,Wins,Draws,Losses,Projected Finish,Projected Points,Projected Wins,Projected Draws,Projected Losses,Offensive Rating,Defensive Rating,Total Rating,form,Spoon,Top 8,Top 4,Minor Premiers,Week 2,Week 3,Make GF,Premiers,SoS
1,Storm,0,0,0,0,1,32,16,0,8,3.8952633324274197,4.472977225993072,8.368240558420489,0,0.000872,0.855625,0.576247,0.186329,0.74087,0.568894,0.321995,0.176836,0.43278782450572945
2,Panthers,0,0,0,0,2,32,16,0,8,2.382124200215576,5.797058610863303,8.17918281107888,0,0.001028,0.859793,0.582902,0.189345,0.745219,0.570325,0.318705,0.172662,0.20332322177639717
3,Roosters,0,0,0,0,4,30,15,0,9,5.002429053506033,2.7257743753845642,7.7282034288906,0,0.001253,0.840051,0.545318,0.169116,0.716722,0.539287,0.297664,0.159667,0.2636312667097934
4,Sharks,0,0,0,0,3,30,15,0,9,1.9008970743030387,4.923556436492556,6.824453510795595,0,0.001213,0.842714,0.555061,0.164234,0.716223,0.530375,0.279869,0.143641,-0.7152337357842132
5,Broncos,0,0,0,0,5,28,14,0,10,3.9119734655296443,1.5592305141161193,5.4712039796457645,0,0.003301,0.741534,0.410112,0.098911,0.593019,0.412082,0.209388,0.105173,0.3921392359273803
6,Bulldogs,0,0,0,0,6,26,13,0,11,-1.2872268246262504,3.1056624592442263,1.8184356346179749,0,0.011361,0.564596,0.234565,0.039058,0.398271,0.239772,0.106754,0.047504,0.0318428533575977
7,Manly,0,0,0,0,7,26,13,0,11,0.9063152850193069,0.25132797511533755,1.1576432601346431,0,0.013203,0.555032,0.227569,0.037149,0.386116,0.228245,0.098203,0.042279,-0.4759904309822521
8,Raiders,0,0,0,0,8,26,13,0,11,0.9747401542942018,0.17130103766572213,1.1460411919599243,0,0.015135,0.524059,0.206886,0.033556,0.361497,0.212891,0.092763,0.040648,-0.0015619827769238388
9,Dolphins,0,0,0,0,9,24,12,0,12,4.616010822571501,-3.7034646412281518,0.912546181343349,0,0.017688,0.503771,0.197246,0.030998,0.345822,0.202418,0.087402,0.037995,0.12047561517737264
10,Eels,0,0,0,0,11,22,11,0,13,-0.518054252334327,-0.9740274460175622,-1.4920816983518892,0,0.034697,0.369217,0.115183,0.013902,0.229609,0.121546,0.048329,0.019717,0.015781310151856614
11,Cowboys,0,0,0,0,12,22,11,0,13,1.6237186988570944,-3.1706284902635646,-1.5469097914064696,0,0.036581,0.36418,0.115106,0.014277,0.227919,0.120407,0.047466,0.019314,-0.03702314504267129
12,Warriors,0,0,0,0,10,22,11,0,13,-2.408824843334712,0.8092075801050053,-1.5996172632297063,0,0.033273,0.380804,0.119692,0.014772,0.236215,0.124337,0.048611,0.01947,-0.36361907484949757
13,Rabbitohs,0,0,0,0,14,18,9,0,15,-3.413285426519786,-1.8401948348981225,-5.253480261417908,0,0.113071,0.151696,0.031279,0.002452,0.081118,0.036819,0.012968,0.004769,0.902476496273329
14,Dragons,0,0,0,0,13,20,10,0,14,-1.6455299388543105,-3.8094268290398827,-5.4549567678941955,0,0.091754,0.199265,0.044259,0.003663,0.106045,0.04784,0.016245,0.005845,-0.5872964401135928
15,Tigers,0,0,0,0,16,16,8,0,16,-3.543157422816136,-4.838328275424615,-8.381485698240752,0,0.192768,0.088771,0.014194,0.000826,0.04185,0.016367,0.005031,0.001663,0.022154027353383825
16,Knights,0,0,0,0,15,16,8,0,16,-5.840181026185494,-3.0597021323485665,-8.899883158534061,0,0.199145,0.08799,0.013774,0.000811,0.040522,0.015681,0.00472,0.00154,-0.44730436954481506
17,Titans,0,0,0,0,17,16,8,0,16,-1.4172522690987064,-7.560283648713527,-8.977535917812231,0,0.233657,0.070902,0.010607,0.000601,0.032963,0.012714,0.003887,0.001277,0.2434173278611315
