, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Cowboys, Cowboys, Knights, Cowboys, Knights, Cowboys, Cowboys, Knights, Cowboys, Knights, Cowboys, Cowboys, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Cowboys, Knights, Knights, Cowboys, Knights, Cowboys, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Knights, Cowboys, Knights, Cowboys, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Knights, Cowboys, Knights, Cowboys, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Knights, Cowboys, Knights, Cowboys, Cowboys, Knights, Knights, Cowboys, Knights, Knights, Cowboys, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Knights, Cowboys, Cowboys, Cowboys, Knights, Cowboys, Knights, Knights, Cowboys, Knights, Cowboys, Cowboys, Knights, Cowboys, Cowboys, Knights, Knights
Sharks, 81.81818181818183, 100.0, 100.0, 71.42857142857143, 100.0, 100.0, 100.0, 100.0, 83.33333333333334, 94.5945945945946, 88.88888888888889, 100.0, 75.0, 75.0, 80.0, 100.0, 90.9090909090909, 84.21052631578947, 100.0, 80.0, 90.9090909090909, 80.0, 50.0, 95.45454545454545, 87.5, 100.0, 100.0, 83.33333333333334, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 75.0, 100.0, 60.0, 100.0, 0.0, 50.0, 25.0, 50.0, 100.0, 100.0, 66.66666666666666, 100.0, 100.0, 66.66666666666666, 100.0, 50.0, 100.0, 93.33333333333333, 80.0, 100.0, 85.71428571428571, 33.33333333333333, 100.0, 100.0, 95.45454545454545, 88.23529411764706, 83.33333333333334, 80.0, 100.0, 88.88888888888889, 100.0, 75.0, 100.0, 100.0, 66.66666666666666, 100.0, 40.0, 66.66666666666666, 100.0, 100.0, 84.61538461538461, 82.14285714285714, 100.0, 88.88888888888889, 83.33333333333334, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 50.0, 87.5, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 50.0, 66.66666666666666, 100.0, 0.0, 33.33333333333333, 33.33333333333333, 66.66666666666666, 70.0, 100.0, 100.0, 100.0, 100.0, 100.0, 71.42857142857143, 100.0, 100.0, 80.0, 66.66666666666666, 71.42857142857143, 100.0, 100.0, 100.0, 100.0, 100.0, 33.33333333333333, 100.0, 100.0, 81.25, 77.77777777777779, 75.0, 91.66666666666666, 100.0, 66.66666666666666, 0.0, 100.0, 0.0, 100.0, 100.0, 0.0, 100.0, 100.0, 100.0, 100.0, 50.0, 0.0, 100.0, 50.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 60.0, 100.0, 80.0, 87.5, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 66.66666666666666, 0.0, 88.88888888888889, 75.0, 80.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 0.0, 100.0, 50.0, 100.0, 50.0, 33.33333333333333, 100.0, 50.0, 50.0, 60.0, 100.0, 100.0, 0.0, 100.0
Broncos, 81.81818181818183, 75.0, 60.0, 85.71428571428571, 40.0, 100.0, 100.0, 100.0, 88.88888888888889, 70.27027027027027, 88.88888888888889, 80.76923076923077, 100.0, 75.0, 80.0, 60.0, 54.54545454545454, 57.89473684210527, 57.14285714285714, 60.0, 63.63636363636363, 60.0, 50.0, 77.27272727272727, 68.75, 63.63636363636363, 70.0, 33.33333333333333, 75.0, 66.66666666666666, 75.0, 83.33333333333334, 100.0, 100.0, 40.0, 75.0, 100.0, 60.0, 100.0, 100.0, 50.0, 25.0, 50.0, 75.0, 100.0, 66.66666666666666, 80.0, 100.0, 66.66666666666666, 0.0, 50.0, 66.66666666666666, 86.66666666666667, 80.0, 100.0, 71.42857142857143, 83.33333333333334, 100.0, 0.0, 63.63636363636363, 94.11764705882352, 100.0, 93.33333333333333, 100.0, 77.77777777777779, 100.0, 50.0, 66.66666666666666, 83.33333333333334, 66.66666666666666, 42.857142857142854, 80.0, 50.0, 0.0, 0.0, 61.53846153846154, 67.85714285714286, 70.0, 66.66666666666666, 66.66666666666666, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 75.0, 50.0, 100.0, 100.0, 100.0, 100.0, 25.0, 33.33333333333333, 100.0, 100.0, 100.0, 100.0, 75.0, 66.66666666666666, 100.0, 0.0, 66.66666666666666, 66.66666666666666, 100.0, 100.0, 100.0, 100.0, 50.0, 100.0, 100.0, 78.57142857142857, 76.47058823529412, 85.71428571428571, 60.0, 100.0, 57.14285714285714, 50.0, 100.0, 71.42857142857143, 50.0, 100.0, 66.66666666666666, 100.0, 100.0, 75.0, 44.44444444444444, 50.0, 66.66666666666666, 40.0, 50.0, 100.0, 0.0, 100.0, 100.0, 66.66666666666666, 100.0, 0.0, 33.33333333333333, 100.0, 100.0, 100.0, 100.0, 100.0, 50.0, 40.0, 100.0, 0.0, 50.0, 100.0, 100.0, 85.71428571428571, 50.0, 100.0, 100.0, 80.0, 100.0, 100.0, 75.0, 100.0, 100.0, 100.0, 100.0, 100.0, 60.0, 50.0, 100.0, 33.33333333333333, 0.0, 100.0, 41.66666666666667, 40.0, 60.0, 66.66666666666666, 50.0, 33.33333333333333, 50.0, 100.0, 100.0, 100.0, 100.0, 66.66666666666666, 50.0, 66.66666666666666, 100.0, 100.0, 100.0, 40.0, 0.0, 66.66666666666666, 0.0, 100.0
Manly, 72.72727272727273, 75.0, 40.0, 57.14285714285714, 80.0, 0.0, 100.0, 50.0, 44.44444444444444, 59.45945945945946, 77.77777777777779, 50.0, 75.0, 100.0, 80.0, 40.0, 54.54545454545454, 57.89473684210527, 57.14285714285714, 60.0, 72.72727272727273, 60.0, 50.0, 50.0, 62.5, 54.54545454545454, 50.0, 83.33333333333334, 37.5, 66.66666666666666, 25.0, 50.0, 100.0, 0.0, 20.0, 0.0, 0.0, 60.0, 0.0, 100.0, 100.0, 75.0, 50.0, 75.0, 100.0, 66.66666666666666, 60.0, 100.0, 100.0, 100.0, 50.0, 55.55555555555556, 46.666666666666664, 60.0, 0.0, 14.285714285714285, 66.66666666666666, 0.0, 100.0, 50.0, 64.70588235294117, 50.0, 60.0, 25.0, 22.22222222222222, 33.33333333333333, 75.0, 33.33333333333333, 75.0, 50.0, 42.857142857142854, 60.0, 50.0, 0.0, 100.0, 46.15384615384615, 39.285714285714285, 70.0, 77.77777777777779, 50.0, 50.0, 0.0, 0.0, 100.0, 100.0, 0.0, 0.0, 25.0, 50.0, 100.0, 33.33333333333333, 0.0, 100.0, 100.0, 75.0, 33.33333333333333, 0.0, 0.0, 0.0, 100.0, 75.0, 50.0, 100.0, 100.0, 33.33333333333333, 0.0, 66.66666666666666, 80.0, 0.0, 66.66666666666666, 0.0, 100.0, 100.0, 57.14285714285714, 82.35294117647058, 57.14285714285714, 80.0, 33.33333333333333, 28.57142857142857, 100.0, 50.0, 71.42857142857143, 100.0, 75.0, 66.66666666666666, 0.0, 0.0, 75.0, 66.66666666666666, 50.0, 50.0, 40.0, 66.66666666666666, 100.0, 100.0, 100.0, 100.0, 66.66666666666666, 100.0, 100.0, 66.66666666666666, 66.66666666666666, 100.0, 50.0, 100.0, 100.0, 100.0, 40.0, 100.0, 100.0, 50.0, 100.0, 0.0, 28.57142857142857, 50.0, 100.0, 0.0, 40.0, 100.0, 80.0, 62.5, 0.0, 0.0, 66.66666666666666, 100.0, 50.0, 40.0, 50.0, 50.0, 100.0, 0.0, 33.33333333333333, 50.0, 60.0, 60.0, 33.33333333333333, 16.666666666666664, 66.66666666666666, 50.0, 50.0, 0.0, 0.0, 100.0, 66.66666666666666, 100.0, 66.66666666666666, 100.0, 50.0, 50.0, 20.0, 100.0, 66.66666666666666, 100.0, 100.0
Bulldogs, 36.36363636363637, 83.33333333333334, 40.0, 85.71428571428571, 80.0, 66.66666666666666, 0.0, 0.0, 66.66666666666666, 70.27027027027027, 44.44444444444444, 46.15384615384615, 50.0, 75.0, 0.0, 60.0, 45.45454545454545, 68.42105263157895, 42.857142857142854, 40.0, 54.54545454545454, 20.0, 50.0, 72.72727272727273, 59.375, 45.45454545454545, 50.0, 33.33333333333333, 50.0, 33.33333333333333, 50.0, 66.66666666666666, 0.0, 0.0, 40.0, 75.0, 0.0, 40.0, 0.0, 0.0, 100.0, 50.0, 50.0, 50.0, 100.0, 83.33333333333334, 40.0, 0.0, 100.0, 0.0, 50.0, 44.44444444444444, 66.66666666666666, 40.0, 0.0, 42.857142857142854, 33.33333333333333, 50.0, 0.0, 72.72727272727273, 58.82352941176471, 16.666666666666664, 40.0, 50.0, 55.55555555555556, 66.66666666666666, 50.0, 50.0, 33.33333333333333, 16.666666666666664, 42.857142857142854, 40.0, 33.33333333333333, 100.0, 0.0, 69.23076923076923, 53.57142857142857, 40.0, 44.44444444444444, 75.0, 50.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0, 75.0, 37.5, 50.0, 33.33333333333333, 0.0, 0.0, 100.0, 50.0, 33.33333333333333, 50.0, 100.0, 0.0, 100.0, 25.0, 50.0, 0.0, 0.0, 100.0, 33.33333333333333, 66.66666666666666, 50.0, 0.0, 16.666666666666664, 100.0, 100.0, 0.0, 64.28571428571429, 47.05882352941176, 14.285714285714285, 80.0, 100.0, 28.57142857142857, 50.0, 0.0, 57.14285714285714, 50.0, 50.0, 100.0, 0.0, 0.0, 56.25, 50.0, 25.0, 41.66666666666667, 40.0, 66.66666666666666, 100.0, 0.0, 0.0, 100.0, 66.66666666666666, 0.0, 100.0, 33.33333333333333, 33.33333333333333, 0.0, 0.0, 50.0, 0.0, 50.0, 60.0, 0.0, 0.0, 100.0, 0.0, 0.0, 57.14285714285714, 0.0, 0.0, 0.0, 80.0, 0.0, 80.0, 75.0, 50.0, 0.0, 66.66666666666666, 50.0, 50.0, 80.0, 50.0, 50.0, 100.0, 100.0, 55.55555555555556, 75.0, 80.0, 40.0, 66.66666666666666, 66.66666666666666, 33.33333333333333, 50.0, 50.0, 0.0, 100.0, 50.0, 100.0, 50.0, 66.66666666666666, 0.0, 50.0, 0.0, 60.0, 0.0, 33.33333333333333, 100.0, 0.0
Dolphins, 45.45454545454545, 58.333333333333336, 60.0, 57.14285714285714, 60.0, 33.33333333333333, 100.0, 50.0, 61.111111111111114, 59.45945945945946, 33.33333333333333, 61.53846153846154, 50.0, 25.0, 60.0, 40.0, 81.81818181818183, 52.63157894736842, 57.14285714285714, 80.0, 54.54545454545454, 80.0, 100.0, 63.63636363636363, 68.75, 45.45454545454545, 40.0, 33.33333333333333, 75.0, 66.66666666666666, 50.0, 66.66666666666666, 100.0, 100.0, 80.0, 50.0, 100.0, 60.0, 0.0, 100.0, 0.0, 75.0, 100.0, 0.0, 0.0, 50.0, 40.0, 0.0, 33.33333333333333, 0.0, 100.0, 55.55555555555556, 60.0, 60.0, 50.0, 71.42857142857143, 50.0, 0.0, 0.0, 72.72727272727273, 52.94117647058824, 50.0, 46.666666666666664, 75.0, 66.66666666666666, 66.66666666666666, 75.0, 66.66666666666666, 41.66666666666667, 83.33333333333334, 57.14285714285714, 60.0, 66.66666666666666, 100.0, 0.0, 53.84615384615385, 64.28571428571429, 10.0, 55.55555555555556, 50.0, 50.0, 0.0, 100.0, 0.0, 0.0, 100.0, 100.0, 50.0, 50.0, 50.0, 66.66666666666666, 0.0, 0.0, 0.0, 75.0, 33.33333333333333, 0.0, 0.0, 100.0, 0.0, 75.0, 66.66666666666666, 100.0, 100.0, 66.66666666666666, 100.0, 33.33333333333333, 40.0, 33.33333333333333, 33.33333333333333, 50.0, 100.0, 0.0, 28.57142857142857, 17.647058823529413, 71.42857142857143, 20.0, 66.66666666666666, 57.14285714285714, 50.0, 0.0, 14.285714285714285, 0.0, 75.0, 33.33333333333333, 0.0, 100.0, 25.0, 61.111111111111114, 75.0, 50.0, 0.0, 50.0, 100.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33.33333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 60.0, 0.0, 0.0, 50.0, 100.0, 0.0, 42.857142857142854, 50.0, 0.0, 50.0, 40.0, 0.0, 60.0, 25.0, 0.0, 100.0, 33.33333333333333, 0.0, 0.0, 0.0, 0.0, 50.0, 33.33333333333333, 100.0, 11.11111111111111, 41.66666666666667, 40.0, 40.0, 66.66666666666666, 50.0, 33.33333333333333, 50.0, 0.0, 0.0, 0.0, 50.0, 0.0, 50.0, 0.0, 0.0, 50.0, 50.0, 20.0, 0.0, 33.33333333333333, 100.0, 0.0
Raiders, 36.36363636363637, 8.333333333333332, 0.0, 57.14285714285714, 20.0, 33.33333333333333, 0.0, 0.0, 33.33333333333333, 37.83783783783784, 33.33333333333333, 46.15384615384615, 0.0, 50.0, 20.0, 40.0, 9.090909090909092, 31.57894736842105, 14.285714285714285, 80.0, 36.36363636363637, 60.0, 50.0, 18.181818181818183, 28.125, 45.45454545454545, 20.0, 83.33333333333334, 25.0, 33.33333333333333, 25.0, 50.0, 0.0, 0.0, 60.0, 50.0, 100.0, 40.0, 100.0, 0.0, 0.0, 50.0, 0.0, 50.0, 0.0, 66.66666666666666, 40.0, 0.0, 66.66666666666666, 100.0, 0.0, 66.66666666666666, 53.333333333333336, 40.0, 50.0, 71.42857142857143, 66.66666666666666, 100.0, 100.0, 72.72727272727273, 64.70588235294117, 66.66666666666666, 66.66666666666666, 75.0, 66.66666666666666, 100.0, 75.0, 83.33333333333334, 66.66666666666666, 50.0, 71.42857142857143, 80.0, 50.0, 50.0, 0.0, 61.53846153846154, 64.28571428571429, 90.0, 77.77777777777779, 58.333333333333336, 75.0, 100.0, 100.0, 100.0, 0.0, 0.0, 0.0, 75.0, 87.5, 50.0, 33.33333333333333, 100.0, 100.0, 0.0, 50.0, 66.66666666666666, 50.0, 0.0, 0.0, 100.0, 100.0, 50.0, 100.0, 100.0, 100.0, 33.33333333333333, 0.0, 30.0, 66.66666666666666, 33.33333333333333, 50.0, 0.0, 0.0, 71.42857142857143, 52.94117647058824, 42.857142857142854, 20.0, 66.66666666666666, 57.14285714285714, 50.0, 100.0, 57.14285714285714, 0.0, 0.0, 33.33333333333333, 100.0, 100.0, 50.0, 55.55555555555556, 0.0, 33.33333333333333, 40.0, 66.66666666666666, 100.0, 0.0, 0.0, 0.0, 66.66666666666666, 0.0, 0.0, 33.33333333333333, 33.33333333333333, 100.0, 100.0, 50.0, 0.0, 50.0, 60.0, 0.0, 100.0, 0.0, 0.0, 100.0, 57.14285714285714, 100.0, 100.0, 50.0, 20.0, 100.0, 80.0, 0.0, 50.0, 50.0, 66.66666666666666, 100.0, 50.0, 100.0, 50.0, 50.0, 33.33333333333333, 0.0, 44.44444444444444, 58.333333333333336, 20.0, 60.0, 66.66666666666666, 33.33333333333333, 100.0, 100.0, 50.0, 100.0, 0.0, 50.0, 33.33333333333333, 50.0, 66.66666666666666, 0.0, 50.0, 50.0, 100.0, 100.0, 66.66666666666666, 100.0, 0.0
Cowboys, 45.45454545454545, 41.66666666666667, 40.0, 42.857142857142854, 40.0, 66.66666666666666, 0.0, 50.0, 27.77777777777778, 29.72972972972973, 22.22222222222222, 34.61538461538461, 0.0, 25.0, 40.0, 40.0, 36.36363636363637, 36.84210526315789, 42.857142857142854, 60.0, 54.54545454545454, 20.0, 0.0, 27.27272727272727, 46.875, 36.36363636363637, 50.0, 16.666666666666664, 87.5, 33.33333333333333, 25.0, 33.33333333333333, 100.0, 0.0, 60.0, 50.0, 0.0, 40.0, 100.0, 0.0, 50.0, 75.0, 50.0, 75.0, 0.0, 33.33333333333333, 60.0, 100.0, 66.66666666666666, 100.0, 50.0, 33.33333333333333, 40.0, 0.0, 50.0, 42.857142857142854, 50.0, 0.0, 100.0, 13.636363636363635, 52.94117647058824, 33.33333333333333, 46.666666666666664, 25.0, 22.22222222222222, 0.0, 75.0, 50.0, 25.0, 33.33333333333333, 42.857142857142854, 20.0, 33.33333333333333, 0.0, 0.0, 15.384615384615385, 46.42857142857143, 40.0, 66.66666666666666, 41.66666666666667, 25.0, 100.0, 0.0, 0.0, 0.0, 0.0, 100.0, 25.0, 37.5, 50.0, 0.0, 100.0, 0.0, 0.0, 100.0, 33.33333333333333, 50.0, 0.0, 100.0, 0.0, 25.0, 33.33333333333333, 0.0, 100.0, 33.33333333333333, 33.33333333333333, 33.33333333333333, 30.0, 66.66666666666666, 33.33333333333333, 0.0, 0.0, 100.0, 35.714285714285715, 64.70588235294117, 14.285714285714285, 80.0, 0.0, 28.57142857142857, 50.0, 50.0, 14.285714285714285, 50.0, 25.0, 66.66666666666666, 100.0, 0.0, 31.25, 50.0, 25.0, 66.66666666666666, 40.0, 16.666666666666664, 0.0, 100.0, 100.0, 100.0, 33.33333333333333, 100.0, 0.0, 33.33333333333333, 33.33333333333333, 0.0, 50.0, 50.0, 100.0, 50.0, 60.0, 0.0, 0.0, 50.0, 0.0, 50.0, 28.57142857142857, 0.0, 100.0, 50.0, 80.0, 0.0, 20.0, 62.5, 100.0, 50.0, 33.33333333333333, 50.0, 0.0, 60.0, 100.0, 0.0, 100.0, 100.0, 44.44444444444444, 50.0, 0.0, 40.0, 0.0, 50.0, 33.33333333333333, 50.0, 0.0, 0.0, 0.0, 50.0, 0.0, 0.0, 100.0, 0.0, 50.0, 0.0, 40.0, 100.0, 66.66666666666666, 0.0, 100.0
Eels, 27.27272727272727, 16.666666666666664, 60.0, 28.57142857142857, 60.0, 0.0, 0.0, 50.0, 5.555555555555555, 27.027027027027028, 44.44444444444444, 34.61538461538461, 100.0, 50.0, 40.0, 60.0, 18.181818181818183, 36.84210526315789, 28.57142857142857, 40.0, 63.63636363636363, 40.0, 100.0, 31.818181818181817, 37.5, 27.27272727272727, 20.0, 66.66666666666666, 37.5, 33.33333333333333, 75.0, 33.33333333333333, 0.0, 0.0, 40.0, 50.0, 100.0, 80.0, 100.0, 100.0, 0.0, 50.0, 50.0, 25.0, 0.0, 33.33333333333333, 40.0, 0.0, 0.0, 100.0, 100.0, 22.22222222222222, 20.0, 20.0, 50.0, 42.857142857142854, 50.0, 100.0, 0.0, 13.636363636363635, 35.294117647058826, 33.33333333333333, 26.666666666666668, 25.0, 77.77777777777779, 66.66666666666666, 0.0, 16.666666666666664, 25.0, 50.0, 14.285714285714285, 60.0, 50.0, 100.0, 100.0, 38.46153846153847, 17.857142857142858, 30.0, 0.0, 66.66666666666666, 75.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.0, 62.5, 0.0, 0.0, 100.0, 0.0, 0.0, 25.0, 0.0, 0.0, 100.0, 100.0, 100.0, 50.0, 50.0, 0.0, 0.0, 66.66666666666666, 66.66666666666666, 33.33333333333333, 40.0, 33.33333333333333, 33.33333333333333, 50.0, 0.0, 0.0, 14.285714285714285, 23.52941176470588, 28.57142857142857, 20.0, 33.33333333333333, 57.14285714285714, 50.0, 0.0, 14.285714285714285, 0.0, 25.0, 66.66666666666666, 0.0, 100.0, 25.0, 22.22222222222222, 25.0, 8.333333333333332, 40.0, 66.66666666666666, 0.0, 100.0, 100.0, 0.0, 66.66666666666666, 0.0, 0.0, 33.33333333333333, 33.33333333333333, 100.0, 50.0, 0.0, 0.0, 0.0, 40.0, 0.0, 100.0, 50.0, 0.0, 50.0, 57.14285714285714, 50.0, 0.0, 100.0, 60.0, 100.0, 20.0, 62.5, 0.0, 0.0, 33.33333333333333, 100.0, 25.0, 40.0, 0.0, 50.0, 66.66666666666666, 0.0, 22.22222222222222, 41.66666666666667, 20.0, 40.0, 66.66666666666666, 50.0, 66.66666666666666, 100.0, 50.0, 100.0, 100.0, 0.0, 33.33333333333333, 50.0, 100.0, 100.0, 0.0, 0.0, 40.0, 0.0, 66.66666666666666, 100.0, 100.0
Warriors, 36.36363636363637, 50.0, 40.0, 28.57142857142857, 60.0, 66.66666666666666, 0.0, 50.0, 38.88888888888889, 32.432432432432435, 44.44444444444444, 15.384615384615385, 50.0, 25.0, 0.0, 20.0, 81.81818181818183, 68.42105263157895, 57.14285714285714, 20.0, 45.45454545454545, 40.0, 50.0, 31.818181818181817, 25.0, 27.27272727272727, 50.0, 66.66666666666666, 0.0, 0.0, 50.0, 33.33333333333333, 100.0, 0.0, 60.0, 25.0, 0.0, 40.0, 0.0, 0.0, 100.0, 75.0, 0.0, 25.0, 0.0, 33.33333333333333, 40.0, 100.0, 33.33333333333333, 0.0, 0.0, 55.55555555555556, 20.0, 80.0, 50.0, 85.71428571428571, 33.33333333333333, 0.0, 0.0, 31.818181818181817, 23.52941176470588, 16.666666666666664, 33.33333333333333, 25.0, 44.44444444444444, 0.0, 25.0, 66.66666666666666, 41.66666666666667, 50.0, 57.14285714285714, 40.0, 50.0, 100.0, 100.0, 38.46153846153847, 35.714285714285715, 30.0, 22.22222222222222, 8.333333333333332, 25.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 25.0, 37.5, 0.0, 33.33333333333333, 0.0, 0.0, 100.0, 50.0, 66.66666666666666, 50.0, 0.0, 0.0, 0.0, 0.0, 33.33333333333333, 0.0, 0.0, 0.0, 33.33333333333333, 66.66666666666666, 70.0, 0.0, 16.666666666666664, 50.0, 0.0, 100.0, 21.428571428571427, 23.52941176470588, 14.285714285714285, 20.0, 33.33333333333333, 28.57142857142857, 0.0, 0.0, 28.57142857142857, 50.0, 0.0, 33.33333333333333, 100.0, 0.0, 50.0, 55.55555555555556, 75.0, 25.0, 40.0, 16.666666666666664, 0.0, 0.0, 100.0, 0.0, 33.33333333333333, 100.0, 0.0, 66.66666666666666, 0.0, 0.0, 50.0, 50.0, 100.0, 100.0, 20.0, 100.0, 0.0, 50.0, 0.0, 0.0, 28.57142857142857, 50.0, 100.0, 0.0, 20.0, 0.0, 0.0, 25.0, 50.0, 50.0, 33.33333333333333, 0.0, 75.0, 0.0, 0.0, 50.0, 33.33333333333333, 100.0, 55.55555555555556, 33.33333333333333, 20.0, 40.0, 0.0, 50.0, 33.33333333333333, 0.0, 100.0, 100.0, 100.0, 100.0, 66.66666666666666, 100.0, 0.0, 0.0, 0.0, 50.0, 40.0, 0.0, 33.33333333333333, 0.0, 0.0
Rabbitohs, 18.181818181818183, 0.0, 40.0, 0.0, 0.0, 33.33333333333333, 0.0, 0.0, 11.11111111111111, 10.81081081081081, 22.22222222222222, 19.230769230769234, 0.0, 0.0, 20.0, 40.0, 18.181818181818183, 10.526315789473683, 14.285714285714285, 20.0, 18.181818181818183, 0.0, 0.0, 31.818181818181817, 15.625, 9.090909090909092, 30.0, 0.0, 0.0, 0.0, 0.0, 16.666666666666664, 0.0, 100.0, 20.0, 50.0, 0.0, 0.0, 0.0, 0.0, 50.0, 0.0, 50.0, 50.0, 100.0, 0.0, 20.0, 100.0, 0.0, 0.0, 0.0, 22.22222222222222, 13.333333333333334, 20.0, 0.0, 14.285714285714285, 16.666666666666664, 0.0, 100.0, 18.181818181818183, 5.88235294117647, 0.0, 20.0, 25.0, 11.11111111111111, 0.0, 0.0, 33.33333333333333, 16.666666666666664, 0.0, 14.285714285714285, 0.0, 50.0, 0.0, 100.0, 15.384615384615385, 14.285714285714285, 20.0, 0.0, 8.333333333333332, 25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.666666666666664, 0.0, 100.0, 0.0, 0.0, 33.33333333333333, 30.0, 33.33333333333333, 33.33333333333333, 0.0, 0.0, 0.0, 50.0, 11.76470588235294, 14.285714285714285, 40.0, 33.33333333333333, 28.57142857142857, 50.0, 50.0, 14.285714285714285, 50.0, 0.0, 0.0, 0.0, 0.0, 31.25, 16.666666666666664, 75.0, 33.33333333333333, 20.0, 33.33333333333333, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0, 0.0, 33.33333333333333, 0.0, 0.0, 0.0, 0.0, 50.0, 40.0, 0.0, 0.0, 0.0, 100.0, 100.0, 28.57142857142857, 50.0, 0.0, 50.0, 60.0, 100.0, 0.0, 25.0, 0.0, 50.0, 0.0, 50.0, 25.0, 20.0, 50.0, 0.0, 33.33333333333333, 100.0, 0.0, 16.666666666666664, 60.0, 40.0, 0.0, 50.0, 33.33333333333333, 0.0, 50.0, 0.0, 0.0, 0.0, 0.0, 50.0, 0.0, 0.0, 50.0, 50.0, 80.0, 0.0, 0.0, 0.0, 0.0
