, Bulldogs, Dolphins, Bulldogs, Dolphins, Bulldogs, Dolphins, Bulldogs, Dolphins, Bulldogs, Dolphins, Bulldogs, Dolphins, Bulldogs, Dolphins, Bulldogs, Dolphins, Bulldogs, Dolphins, Bulldogs, Dolphins, Bulldogs, Dolphins, Bulldogs, Dolphins, Bulldogs, Dolphins, Bulldogs, Dolphins, Bulldogs, Dolphins, Bulldogs, Dolphins
, Eels, Eels, Manly, Manly, Eels, Eels, Manly, Manly, Eels, Eels, Manly, Manly, Eels, Eels, Manly, Manly, Eels, Eels, Manly, Manly, Eels, Eels, Manly, Manly, Eels, Eels, Manly, Manly, Eels, Eels, Manly, Manly
, Panthers, Panthers, Panthers, Panthers, Knights, Knights, Knights, Knights, Panthers, Panthers, Panthers, Panthers, Knights, Knights, Knights, Knights, Panthers, Panthers, Panthers, Panthers, Knights, Knights, Knights, Knights, Panthers, Panthers, Panthers, Panthers, Knights, Knights, Knights, Knights
, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks
, Warriors, Warriors, Warriors, Warriors, Warriors, Warriors, Warriors, Warriors, Warriors, Warriors, Warriors, Warriors, Warriors, Warriors, Warriors, Warriors, Raiders, Raiders, Raiders, Raiders, Raiders, Raiders, Raiders, Raiders, Raiders, Raiders, Raiders, Raiders, Raiders, Raiders, Raiders, Raiders
Storm, 0.004178563966850059, 0.0, 0.0025762350900394165, 0.007251105793633529, 0.0, 0.0, 0.005624929688378895, 0.0, 0.007262480572864468, 0.0, 0.006208701051044391, 0.003804017041996348, 0.009664637092877163, 0.0, 0.005915409642117717, 0.0, 0.0030939636768664335, 0.013203934772562223, 0.0047494656851104254, 0.0080863623498969, 0.020134903855834087, 0.0, 0.006274706657463764, 0.025906735751295335, 0.0032187977790295325, 0.0, 0.00196334436078416, 0.00845594452900389, 0.0212021626205873, 0.0, 0.00650110518788194, 0.0
Bulldogs, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Sharks, 0.020892819834250294, 0.04154795821462488, 0.009446195330144527, 0.014502211587267059, 0.06494711449248469, 0.07974481658692185, 0.0, 0.0, 0.0, 0.006248047485160888, 0.0008869572930063417, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009281891030599301, 0.0066019673862811115, 0.006649251959154595, 0.0080863623498969, 0.010067451927917043, 0.0898876404494382, 0.025098826629855055, 0.0, 0.0, 0.0, 0.00098167218039208, 0.0, 0.0, 0.0, 0.0, 0.0
Panthers, 0.6950344731527265, 0.6469610636277303, 0.48519094195742346, 0.40243637154666084, 4.267953238077565, 4.2663476874003186, 3.0880863989200136, 3.6532951289398286, 0.6608857321306666, 0.6497969384567323, 0.48427868198146257, 0.4640900791235545, 3.923842659708128, 4.636030906872712, 3.3481218574386276, 3.009542451676046, 0.606416880665821, 0.7328183798772034, 0.49869389693659466, 0.45687947276917484, 4.419611396355582, 4.314606741573034, 3.181276275334128, 3.1347150259067353, 0.6244467691317294, 0.595073346249654, 0.4388074646352597, 0.4650769490952139, 4.017809816601294, 4.172274562584119, 3.1075282798075676, 3.1527658354829464
Roosters, 0.2562852566334703, 0.33238366571699907, 0.1837714364228117, 0.21028206801537233, 0.4453516422341808, 0.3588516746411483, 0.28687141410732364, 0.35816618911174786, 2.082879428297529, 2.1368322399250235, 1.7384362942924299, 1.7003956177723676, 2.8993911278631486, 3.4973566490443266, 2.5140490979000294, 2.715928553951554, 0.3248661860709755, 0.31029246715521225, 0.2773687960104488, 0.22641814579711317, 0.6040471156750227, 0.44943820224719105, 0.3953065194202171, 0.41450777202072536, 2.311096805343204, 2.2626626072515914, 1.957454327701807, 1.915271435819381, 3.487755751086611, 3.6339165545087484, 2.626446495904304, 2.9521352823158495
Raiders, 0.0027857093112333728, 0.017806267806267807, 0.004293725150065694, 0.007251105793633529, 0.0, 0.0, 0.005624929688378895, 0.02387774594078319, 0.007262480572864468, 0.012496094970321775, 0.00532174375803805, 0.003804017041996348, 0.03865854837150865, 0.12200081333875558, 0.011830819284235433, 0.024467824810374357, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00098167218039208, 0.0, 0.0, 0.0, 0.0, 0.0
Manly, 0.5209276412006407, 0.5638651471984805, 0.034349801200525554, 0.058008846349068235, 0.7051401002041195, 0.8373205741626795, 0.10124873439082012, 0.04775549188156638, 0.44446381105930544, 0.4311152764761012, 0.03813916359927269, 0.034236153377967135, 0.8118295158016816, 0.7726718178121188, 0.05323868677905945, 0.048935649620748714, 0.5228798613904273, 0.4687396844259589, 0.02659700783661838, 0.05256135527432985, 0.8456659619450317, 0.8089887640449439, 0.07529647988956516, 0.10362694300518134, 0.474772672406856, 0.546637143647938, 0.026505148870586158, 0.021139861322509723, 0.5830594720661507, 0.9421265141318977, 0.05850994669093746, 0.05732301519059903
