Rank,Team,Points,Wins,Draws,Losses,Projected Finish,Projected Points,Projected Wins,Projected Draws,Projected Losses,Offensive Rating,Defensive Rating,Total Rating,form,Spoon,Top 8,Top 4,Minor Premiers,Week 2,Week 3,Make GF,Premiers,SoS
1,Storm,12,6,0,4,3,32,16,0,8,7.970064085755752,3.1200928627893334,11.09015694854509,-0.09274812672033413,0.000155,0.927,0.719222,0.250371,0.832154,0.680124,0.424575,0.253261,-0.08503601948383967
2,Roosters,10,5,0,6,6,26,13,0,11,6.62948160197351,0.36766148181628244,6.997143083789796,1.68024084226719,0.003612,0.641111,0.243191,0.025332,0.484905,0.333751,0.191425,0.109801,1.2547877802692622
3,Bulldogs,18,9,0,2,2,34,17,0,7,0.9778935758882237,4.167898846629865,5.145792422518089,-0.8067633699030168,9e-06,0.94382,0.737981,0.288706,0.82321,0.602198,0.29496,0.138455,0.6058420906389806
4,Raiders,18,9,0,3,1,34,17,0,7,3.6615889288469634,1.2664665494886043,4.928055478335572,-0.2320925959965423,1.2e-05,0.95803,0.777225,0.261012,0.849359,0.612484,0.285638,0.12665,-2.6352082752813506
5,Sharks,14,7,0,5,5,28,14,0,10,3.304083537433279,1.2379400741115172,4.542023611544797,0.5068684307935197,0.000382,0.805866,0.41216,0.056413,0.607676,0.406502,0.203458,0.098521,-0.3089740831986243
6,Panthers,7,3,1,7,11,21,10,1,13,2.1096803640313477,0.054960496148107385,2.1646408601794564,0.09893837245467936,0.046985,0.32574,0.055901,0.001517,0.213045,0.124176,0.061104,0.032185,-1.3410530141397803
7,Cowboys,9,4,1,5,8,23,11,1,12,4.091744394778798,-2.753487527096509,1.3382568676822904,-1.7334103582918996,0.023387,0.463029,0.13616,0.010293,0.309598,0.186004,0.09046,0.045171,-0.2662096938323015
8,Manly,10,5,0,6,7,24,12,0,12,-1.4604649538254075,2.2079612589167157,0.7474963050913122,-0.7992403139024136,0.010437,0.510938,0.146965,0.011841,0.328527,0.189727,0.087489,0.040994,-1.3027842937341894
9,Dolphins,10,5,0,7,9,22,11,0,13,-0.6755566373852995,1.3805513830970406,0.7049947457117418,1.1168098957954327,0.011624,0.430806,0.100278,0.002977,0.271507,0.152058,0.069212,0.032482,-0.5710960672630022
10,Warriors,16,8,0,3,4,30,15,0,9,-6.252348994386514,5.994421659689584,-0.2579273346969273,-0.5679207089821876,0.000586,0.814377,0.449826,0.078985,0.588227,0.350008,0.13633,0.051996,-2.568644359854096
11,Eels,8,4,0,7,14,20,10,0,14,-1.9636425991284514,0.5784440350937612,-1.385198564034689,1.3033192664144453,0.07641,0.19301,0.0275,0.000803,0.118284,0.064093,0.02924,0.014533,0.5449462692267434
12,Dragons,8,4,0,6,13,20,10,0,14,-0.2656778129690749,-1.973970232379339,-2.2396480453484116,0.4918956926853107,0.07066,0.216553,0.04934,0.002875,0.138563,0.079227,0.036787,0.017326,1.7338919806423336
13,Rabbitohs,12,6,0,5,10,22,11,0,13,-6.265765585788427,3.3383540790244783,-2.9274115067639466,0.24547599784365137,0.020805,0.325424,0.076252,0.005765,0.1927,0.102108,0.043026,0.018924,1.408583746723709
14,Broncos,10,5,0,6,12,20,10,0,14,-1.315800257560944,-3.513448912219203,-4.8292491697801445,-1.9924800605552822,0.044648,0.242344,0.046284,0.00264,0.135758,0.068364,0.027659,0.011933,0.33088460346174864
15,Knights,8,4,0,7,16,16,8,0,16,-8.379105154122723,1.1856478238775225,-7.193457330245195,-0.48537747182874663,0.193443,0.062484,0.006828,0.000135,0.03483,0.017005,0.006818,0.003039,2.2099077127196507
16,Titans,6,3,0,7,17,16,8,0,16,1.8244127669771362,-11.121104401424597,-9.29669163444746,0.38097858884770774,0.330092,0.058621,0.005212,6.1e-05,0.030595,0.013965,0.005242,0.002177,-0.9255248012257684
17,Tigers,10,5,0,6,15,18,9,0,15,-1.6939263041224601,-7.835050433958875,-9.528976738081333,-1.2233210611907677,0.166753,0.080847,0.009675,0.000274,0.041062,0.018206,0.006577,0.002552,0.8960403019456387
