Rank,Team,Points,Wins,Draws,Losses,Projected Finish,Projected Points,Projected Wins,Projected Draws,Projected Losses,Offensive Rating,Defensive Rating,Total Rating,form,Spoon,Top 8,Top 4,Minor Premiers,Week 2,Week 3,Make GF,Premiers,SoS
1,Storm,22,11,0,4,2,34,17,0,7,3.719720170367543,5.795346437847429,9.515066608214973,-0.632605961547882,0.0,0.987747,0.864442,0.307584,0.921168,0.752423,0.44687,0.253725,1.6771415249142996
2,Dolphins,16,8,0,8,5,26,13,0,11,6.734512223181538,-0.3180794636180786,6.416432759563463,0.8424058126471542,3.1e-05,0.771417,0.259388,0.002558,0.550506,0.36095,0.199347,0.109073,-0.5564637586570035
3,Raiders,28,14,0,3,1,36,18,0,6,3.4593549560438475,0.9814090706240097,4.44076402666786,-1.3170641358250315,0.0,0.999959,0.976104,0.48321,0.984706,0.733355,0.333723,0.146877,-0.018633915100130367
4,Roosters,14,7,0,8,9,24,12,0,12,2.9709463174449224,1.2410560138868383,4.212002331331764,-0.3649938900897511,0.002854,0.439365,0.07719,0.000738,0.290173,0.177048,0.095641,0.054309,2.0245509446900765
5,Bulldogs,22,11,0,4,3,32,16,0,8,-3.886903996325583,8.021995139254297,4.135091142928714,-0.9451747496544236,0.0,0.965068,0.74973,0.157314,0.839426,0.603881,0.296896,0.140421,0.9361022863640331
6,Panthers,15,7,1,7,7,25,12,1,11,-6.136160989528031,10.119518752433788,3.9833577629057606,0.26688463243925664,0.00122,0.680104,0.161988,0.002337,0.434942,0.254444,0.12659,0.064884,-1.4402028065504784
7,Manly,16,8,0,8,8,24,12,0,12,-0.873497094779943,3.1529616741773876,2.2794645793974473,0.43454721742843927,0.000287,0.469631,0.077354,0.001095,0.289265,0.164666,0.081458,0.042342,2.780865529766659
8,Broncos,18,9,0,7,6,26,13,0,11,2.5959002435043335,-1.14939068993306,1.446509553571275,1.9430367830287205,2.5e-05,0.773433,0.238429,0.00757,0.483501,0.281445,0.132282,0.062823,-0.45193422920951476
9,Warriors,20,10,0,5,4,30,15,0,9,-1.350440385906034,1.067036732090808,-0.2834036538152236,-0.49824596704077234,1e-06,0.892338,0.501091,0.037352,0.649057,0.392642,0.166002,0.068437,-2.543080187832885
10,Sharks,16,8,0,8,10,24,12,0,12,0.804234942511159,-1.6984512668493543,-0.8942163243381935,-0.8334240856219698,0.00157,0.487205,0.072046,0.000229,0.268102,0.136084,0.058788,0.026808,-1.4250780928297049
11,Dragons,12,6,0,9,11,20,10,0,14,0.6622197692670431,-2.191975940153783,-1.529756170886738,0.8547560196138727,0.024935,0.183286,0.013974,1.3e-05,0.106111,0.055425,0.025564,0.012753,0.7651324909585459
12,Knights,12,6,0,10,12,20,10,0,14,-5.769981309235826,3.5769627825212016,-2.1930185267146225,1.431179384623027,0.034915,0.087447,0.001845,0.0,0.048096,0.024322,0.010889,0.005529,1.1977639024312274
13,Cowboys,13,6,1,9,14,19,9,1,14,0.6337939608224974,-4.832115710484449,-4.19832174966195,0.3649844637472264,0.031809,0.125412,0.004183,0.0,0.063602,0.029371,0.011685,0.00529,-0.2132344219802905
14,Eels,10,5,0,10,15,18,9,0,15,-3.502079559428391,-0.9255654446662924,-4.427645004094682,-0.7254522869719766,0.134101,0.039455,0.000719,0.0,0.021877,0.011239,0.005072,0.002534,1.126045628412285
15,Tigers,12,6,0,10,13,20,10,0,14,-2.2747097416730138,-2.3845630641985265,-4.659272805871541,0.6373253728806619,0.060066,0.075,0.001476,0.0,0.038348,0.017818,0.007369,0.003384,-1.5690081945494252
16,Rabbitohs,12,6,0,11,16,18,9,0,15,-1.055274923251641,-5.733270773537627,-6.788545696789266,-0.5875936431870264,0.135713,0.019255,2.4e-05,0.0,0.009175,0.004059,0.001512,0.000681,-1.2377509548456886
17,Titans,8,4,0,11,17,14,7,0,17,-2.0180886646291687,-9.436420167779838,-11.454508832409005,-0.2291743103396302,0.572473,0.003878,1.7e-05,0.0,0.001945,0.000828,0.000312,0.00013,-0.6357572071622767
