Rank,Team,Points,Wins,Draws,Losses,Projected Finish,Projected Points,Projected Wins,Projected Draws,Projected Losses,Offensive Rating,Defensive Rating,Total Rating,form,Spoon,Top 8,Top 4,Minor Premiers,Week 2,Week 3,Make GF,Premiers,SoS
1,Storm,18,9,0,4,3,34,17,0,7,5.1699126614142505,4.331730830760764,9.501643492175013,-0.5253456009125674,0.0,0.975976,0.810396,0.204311,0.89126,0.71628,0.426323,0.241938,0.392539195709165
2,Raiders,24,12,0,3,1,36,18,0,6,2.356803748623313,4.273561284008736,6.630365032632052,0.5701844234591926,0.0,0.997965,0.94575,0.371622,0.966031,0.744175,0.37285,0.175469,-1.8109759806150565
3,Roosters,14,7,0,7,6,26,13,0,11,3.1469541546580215,3.383253524580683,6.530207679238707,-0.16034656979508913,0.000718,0.710278,0.190805,0.004016,0.497466,0.318649,0.174148,0.098434,1.3152234724381227
4,Bulldogs,22,11,0,2,2,36,18,0,6,1.8398931999304655,3.9790546686863517,5.81894786861682,-0.8656904574433958,0.0,0.989878,0.875533,0.337389,0.919637,0.690349,0.348313,0.168944,0.4505221726405715
5,Dolphins,14,7,0,8,5,26,13,0,11,3.189478482173546,1.350294228149035,4.539772710322586,1.2763011906063058,0.000464,0.717566,0.158959,0.000953,0.466029,0.274227,0.135269,0.068911,-0.9737501742836455
6,Panthers,13,6,1,7,8,25,12,1,11,-0.8139123216263116,4.899486406760114,4.085574085133806,0.6382798367325393,0.004167,0.618211,0.105607,0.001273,0.387609,0.220462,0.10807,0.056728,-0.024636561619595643
7,Warriors,20,10,0,4,4,32,16,0,8,0.48078161852721285,1.4324607022693296,1.9132423207965443,0.723083926970097,0.0,0.955069,0.676365,0.07725,0.781378,0.495535,0.209441,0.086207,-2.8777015585928267
8,Sharks,16,8,0,7,7,26,13,0,11,2.956995538678492,-1.8942133721627967,1.0627821665156965,-1.1525872293874468,0.000554,0.669415,0.126728,0.001755,0.383169,0.202027,0.089058,0.040911,-0.23978054920828493
9,Manly,12,6,0,8,10,20,10,0,14,-2.247256242052679,0.5095835450532415,-1.737672696999435,-0.8260795801304991,0.021146,0.246429,0.021548,0.000221,0.134405,0.067365,0.028914,0.013873,1.6906476840586915
10,Eels,10,5,0,9,14,18,9,0,15,-3.327426329904725,0.984878681590742,-2.3425476483139818,-0.30986404528244943,0.079348,0.120168,0.004557,4e-06,0.066185,0.033032,0.014083,0.006934,0.7292848286126212
11,Broncos,14,7,0,7,9,22,11,0,13,0.8663978766208782,-3.484748590426641,-2.6183507138057625,0.7263071819752138,0.006185,0.416725,0.062188,0.001147,0.215796,0.105448,0.042888,0.018906,0.5705752392212737
12,Knights,12,6,0,9,11,20,10,0,14,-7.88639266180096,5.203768175172311,-2.682624486628647,1.9421191655607128,0.035019,0.135021,0.005451,4e-06,0.069432,0.032355,0.012774,0.005893,1.9058701890417875
13,Rabbitohs,12,6,0,9,12,20,10,0,14,-1.322498336884999,-1.7128218704727343,-3.0353202073577314,0.4525867387967835,0.053504,0.146311,0.003758,1e-06,0.073675,0.033469,0.012726,0.005796,-0.6222938167511516
14,Tigers,10,5,0,9,13,18,9,0,15,-3.147137979651194,-1.6882296234331298,-4.83536760308432,1.5731184958176916,0.117175,0.09026,0.002584,1e-06,0.04511,0.020535,0.007871,0.003513,-0.5804776640337364
15,Dragons,10,5,0,8,15,18,9,0,15,-2.451169114116474,-2.8704777355519613,-5.3216468496684355,-1.0344885807827382,0.126006,0.101792,0.006773,5e-05,0.05419,0.026203,0.010622,0.004892,1.6223365060459272
16,Cowboys,11,5,1,8,16,17,8,1,15,-0.09814871282322146,-7.612093353566115,-7.710242066389334,-2.44397269577731,0.133408,0.089351,0.00271,3e-06,0.039352,0.016006,0.005355,0.002129,-0.6676154147054577
17,Titans,8,4,0,10,17,14,7,0,17,-0.46624710231303235,-9.332515980870514,-9.798763083183545,-0.6067588136071446,0.422306,0.019585,0.000288,0.0,0.009276,0.003883,0.001295,0.000522,-0.9520034590156289
