, Sharks, Dragons, Sharks, Dragons, Sharks, Dragons, Sharks, Dragons, Sharks, Dragons, Sharks, Dragons, Sharks, Dragons, Sharks, Dragons, Sharks, Dragons, Sharks, Dragons, Sharks, Dragons, Sharks, Dragons, Sharks, Dragons, Sharks, Dragons, Sharks, Dragons, Sharks, Dragons
, Titans, Titans, Manly, Manly, Titans, Titans, Manly, Manly, Titans, Titans, Manly, Manly, Titans, Titans, Manly, Manly, Titans, Titans, Manly, Manly, Titans, Titans, Manly, Manly, Titans, Titans, Manly, Manly, Titans, Titans, Manly, Manly
, Knights, Knights, Knights, Knights, Roosters, Roosters, Roosters, Roosters, Knights, Knights, Knights, Knights, Roosters, Roosters, Roosters, Roosters, Knights, Knights, Knights, Knights, Roosters, Roosters, Roosters, Roosters, Knights, Knights, Knights, Knights, Roosters, Roosters, Roosters, Roosters
, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Dolphins, Dolphins, Dolphins, Dolphins, Dolphins, Dolphins, Dolphins, Dolphins, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Dolphins, Dolphins, Dolphins, Dolphins, Dolphins, Dolphins, Dolphins, Dolphins
, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Bulldogs, Bulldogs, Bulldogs, Bulldogs, Bulldogs, Bulldogs, Bulldogs, Bulldogs, Bulldogs, Bulldogs, Bulldogs, Bulldogs, Bulldogs, Bulldogs, Bulldogs, Bulldogs
Storm, 0.019256691700365876, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012442608468439323
Raiders, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Bulldogs, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Roosters, 2.387829770845369, 2.2877084141139976, 1.0944466963923796, 1.5052356020942408, 0.1895344046147507, 0.3143093465674111, 0.08172160174339417, 0.1664816870144284, 2.2331566994700984, 2.665679378008145, 1.1521102225037612, 1.2388107416879794, 0.21746134020618557, 0.23579152776648507, 0.1094699968001078, 0.15086059109922514, 1.9390969548477424, 2.6175063326766113, 1.014898952647883, 1.2360422762285783, 0.19774095934326033, 0.31690983018416646, 0.10178948426661305, 0.12329835686067285, 1.8934344987866982, 2.2811559722902524, 1.023688173288544, 1.1353328456474032, 0.18521759421304398, 0.25557966061398557, 0.08664599540776224, 0.0883425201259192
Warriors, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
