Rank,Team,Points,Wins,Draws,Losses,Projected Finish,Projected Points,Projected Wins,Projected Draws,Projected Losses,Offensive Rating,Defensive Rating,Total Rating,form,Spoon,Top 8,Top 4,Minor Premiers,Week 2,Week 3,Make GF,Premiers,SoS
1,Storm,10,5,0,3,3,32,16,0,8,6.1336013403428655,3.482596975163813,9.616198315506677,-2.2760665231263486,0.000283,0.88037,0.619923,0.177601,0.75973,0.59016,0.344986,0.193808,0.031153898157432608
2,Bulldogs,14,7,0,1,1,34,17,0,7,1.6269731046760323,5.948227735479369,7.5752008401554045,0.15747127167070332,2.1e-05,0.927349,0.721233,0.314207,0.815431,0.624718,0.332951,0.171364,1.0721772775762661
3,Raiders,14,7,0,2,2,34,17,0,7,3.716539176287876,1.9271524116916128,5.64369158797949,1.2038382394602536,6e-05,0.931277,0.718195,0.253979,0.808373,0.587676,0.280329,0.130336,-2.4643412324841822
4,Cowboys,8,4,0,4,5,28,14,0,10,5.5127874173689255,-0.8075529516131548,4.705234465755774,0.5329884960903075,0.004801,0.666862,0.305456,0.040755,0.50067,0.335616,0.175824,0.091207,-0.17549205136573365
5,Panthers,6,3,0,6,9,24,12,0,12,1.9903085703898804,2.3456357378964783,4.335944308286363,0.9299365838471146,0.011101,0.528318,0.155429,0.01029,0.367745,0.226695,0.116756,0.061735,-1.1846532309616042
6,Roosters,8,4,0,5,10,24,12,0,12,5.032551498412017,-1.8665398651263003,3.1660116332857187,0.3378636176353189,0.011902,0.438297,0.129416,0.011356,0.306597,0.190714,0.09888,0.052855,1.6040541623567954
7,Manly,8,4,0,4,6,26,13,0,11,0.8197231610390204,2.3199065133785357,3.13962967441756,-0.009394400565401936,0.005694,0.633779,0.26725,0.036221,0.454352,0.289013,0.141559,0.069214,-0.754019888131543
8,Sharks,10,5,0,4,7,26,13,0,11,1.3325415541006693,1.668995281953943,3.001536836054614,-0.40095940473734065,0.002672,0.644336,0.268551,0.032522,0.459398,0.288806,0.140494,0.068532,0.3149938611885829
9,Warriors,12,6,0,2,4,30,15,0,9,0.5184887636712032,0.9084876390009113,1.4269764026721135,0.8938117083118534,0.001948,0.775413,0.43891,0.094224,0.578803,0.364896,0.157048,0.066894,-2.3764859591675442
10,Broncos,10,5,0,4,8,26,13,0,11,-0.6834939429548785,-0.6141077214922925,-1.297601664447166,0.2557101317822501,0.00691,0.54705,0.183939,0.018886,0.34245,0.190103,0.080213,0.034726,-1.0476395263643876
11,Dolphins,6,3,0,6,12,20,10,0,14,0.803895863963868,-3.435602767350832,-2.631706903386961,0.02380955831132418,0.051379,0.224385,0.042402,0.001591,0.137033,0.072854,0.03204,0.015125,-0.03996537497182408
12,Tigers,10,5,0,4,11,22,11,0,13,1.630336034749436,-6.219080262150233,-4.588744227400799,0.29778441319717225,0.024737,0.253152,0.058888,0.004497,0.148915,0.07747,0.03217,0.014044,1.8575127045198097
13,Dragons,6,3,0,5,13,18,9,0,15,-0.4023410965196118,-4.576099406121662,-4.97844050264127,-0.8767839237554664,0.091647,0.151362,0.030145,0.001585,0.092407,0.049096,0.02111,0.009596,1.3451498977921168
14,Eels,4,2,0,6,16,16,8,0,16,-2.367454732136471,-2.9461122444607826,-5.313566976597253,0.17605271394046265,0.189168,0.08881,0.011161,0.000305,0.053362,0.02729,0.011827,0.005821,0.34424027874115726
15,Knights,6,3,0,5,14,18,9,0,15,-7.3668751449357925,1.6380009285644734,-5.728874216371318,-0.059070312399265,0.097675,0.148236,0.027252,0.001171,0.087071,0.043942,0.017976,0.00805,0.8737980608201276
16,Rabbitohs,8,4,0,5,15,18,9,0,15,-6.817404693194792,0.24512224335810173,-6.572282449836688,-1.031595632660318,0.079115,0.13314,0.019485,0.000785,0.072947,0.034483,0.013401,0.005686,0.41988803573367356
17,Titans,4,2,0,6,17,12,6,0,18,-0.34221625857400884,-11.15699086485822,-11.499207123432228,-1.08716544600626,0.420887,0.027864,0.002365,2.5e-05,0.014716,0.006468,0.002436,0.001007,0.07981660396603463
