Rank,Team,Points,Wins,Draws,Losses,Projected Finish,Projected Points,Projected Wins,Projected Draws,Projected Losses,Offensive Rating,Defensive Rating,Total Rating,form,Spoon,Top 8,Top 4,Minor Premiers,Week 2,Week 3,Make GF,Premiers,SoS
1,Storm,30,15,0,5,2,34,17,0,7,3.9601692059425377,5.9071916680711745,9.867360874013714,0.18720537460921274,0.0,1.0,0.990869,0.243335,0.99526,0.830798,0.477818,0.2605,5.863304677525553
2,Panthers,25,12,1,7,4,29,14,1,9,2.662798662089412,7.115197317200387,9.7779959792898,0.9496794589344976,0.0,0.992421,0.573134,0.0,0.820683,0.598516,0.355097,0.201773,5.737132030936628
3,Roosters,20,10,0,10,8,26,13,0,11,8.718180912252583,0.08940532644962795,8.807586238702207,1.8291659498679038,0.0,0.713031,0.015807,0.0,0.457869,0.251879,0.128527,0.073557,0.4894117244724794
4,Raiders,34,17,0,4,1,38,19,0,5,5.009543924168276,2.2363193593433843,7.245863283511663,0.3129416809135455,0.0,1.0,1.0,0.678604,1.0,0.812922,0.40852,0.192658,1.4137877584909695
5,Bulldogs,30,15,0,5,3,34,17,0,7,-3.3013125331625237,8.202936393040051,4.901623859877532,0.7727085402390449,0.0,1.0,0.93731,0.078061,0.964114,0.70232,0.32184,0.145531,7.590078415780145
6,Dolphins,20,10,0,10,9,24,12,0,12,3.3529971758325257,-1.3107590596172332,2.0422381162152927,-0.6831625459218286,0.0,0.585559,0.013647,0.0,0.303869,0.13453,0.053341,0.023993,-0.5719511862842273
7,Sharks,24,12,0,9,5,28,14,0,10,-2.226447915135239,4.133818486250098,1.9073705711148614,-0.558127301735936,0.0,0.934436,0.159021,0.0,0.524262,0.24949,0.098432,0.040665,-3.9293590100253994
8,Dragons,16,8,0,12,11,20,10,0,14,2.32331647736141,-1.389636371017809,0.9336801063436031,0.7824604205947394,0.000108,0.016153,0.0,0.0,0.008873,0.0043,0.001999,0.001031,-0.19692514722536103
9,Broncos,22,11,0,9,7,26,13,0,11,-2.214882071293223,2.180894703525899,-0.03398736776732281,-0.4276863856521909,0.0,0.749829,0.082837,0.0,0.379104,0.16602,0.063267,0.026125,-0.5844798440559793
10,Warriors,24,12,0,8,6,28,14,0,10,-2.4121687262465885,1.0998447483129499,-1.3123239779336353,-1.3405746258941449,0.0,0.899245,0.227261,0.0,0.493263,0.227892,0.083462,0.030933,-3.580009458956286
11,Manly,18,9,0,11,10,22,11,0,13,-4.710369379503531,2.514297343959753,-2.196072035543777,-2.181269721324286,0.0,0.107561,0.000114,0.0,0.052006,0.021102,0.007612,0.003202,-1.478819143851731
12,Cowboys,15,7,1,13,13,19,9,1,14,-1.3852144990155915,-3.4762116028210723,-4.861426101836664,0.32533655087556257,0.007602,1.3e-05,0.0,0.0,3e-06,1e-06,0.0,0.0,-5.666316817471923
13,Eels,14,7,0,13,14,18,9,0,15,-6.1155608382103335,0.3615235569228334,-5.754037281287498,0.895536447021399,0.063507,1e-05,0.0,0.0,1e-06,1e-06,0.0,0.0,-2.23703263964038
14,Rabbitohs,14,7,0,14,15,16,8,0,16,-2.852082360470358,-4.205218194243475,-7.057300554713832,0.1803708516153896,0.11047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3290763545861042
15,Titans,10,5,0,15,16,14,7,0,17,-3.2710493788606105,-4.032559246476864,-7.303608625337472,0.8281611103069452,0.508234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2353965276589165
16,Tigers,16,8,0,12,12,20,10,0,14,-2.8853473705004524,-4.693523449531735,-7.578870820032185,-0.27272096762725456,0.004218,0.001742,0.0,0.0,0.000693,0.000229,8.5e-05,3.2e-05,-1.7788108698015626
17,Knights,12,6,0,14,17,14,7,0,17,-5.268813950638179,-4.117278313978083,-9.38609226461626,-1.7704543564979236,0.305861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.185520044944156
