Rank,Team,Points,Wins,Draws,Losses,Projected Finish,Projected Points,Projected Wins,Projected Draws,Projected Losses,Offensive Rating,Defensive Rating,Total Rating,form,Spoon,Top 8,Top 4,Minor Premiers,Week 2,Week 3,Make GF,Premiers,SoS
1,Storm,24,12,0,4,2,34,17,0,7,5.731840177227644,5.646515302652862,11.378355479880508,0.6637269995924578,0.0,0.996782,0.915339,0.371551,0.954099,0.80764,0.504995,0.30111,2.3821292683779896
2,Panthers,17,8,1,7,6,27,13,1,10,-3.94114262057255,10.084482667153825,6.143340046581278,1.4101145585676969,1e-05,0.823567,0.193634,0.001956,0.535372,0.318384,0.162202,0.084465,-1.4833536984308644
3,Roosters,16,8,0,8,10,24,12,0,12,4.290092280611147,1.1690704548511568,5.459162735462304,0.4572660663172128,9.4e-05,0.531748,0.080996,0.000445,0.34543,0.208857,0.111552,0.063276,2.6394874625148086
4,Raiders,28,14,0,3,1,36,18,0,6,3.4480658535427384,0.9870053433372252,4.435071196879965,-1.3198582516414534,0.0,0.999948,0.973852,0.445928,0.983051,0.728051,0.328475,0.142464,-1.0897535713393123
5,Dolphins,16,8,0,9,8,24,12,0,12,4.390072216424148,-0.2966166374146543,4.093455579009497,-0.99543989368751,1.9e-05,0.556668,0.060361,2.4e-05,0.336665,0.187559,0.091568,0.04694,-0.0022696533384582046
6,Bulldogs,24,12,0,4,3,32,16,0,8,-8.158697229682542,12.060979747406396,3.902282517723855,-0.6432604045082017,0.0,0.982318,0.759433,0.127167,0.852397,0.605061,0.291251,0.133503,2.372152046209203
7,Manly,16,8,0,8,9,24,12,0,12,-0.871339961645591,3.1576870078832826,2.286347046237694,0.43634976238331663,5.1e-05,0.438041,0.054706,0.000371,0.261343,0.144881,0.070214,0.036119,2.692518764885798
8,Warriors,22,11,0,5,4,32,16,0,8,0.09836636597678128,1.7079331288573494,1.8062994948341315,-0.781709436465111,0.0,0.958811,0.637096,0.047698,0.761322,0.485631,0.213051,0.088994,-3.194608612485924
9,Sharks,18,9,0,8,7,26,13,0,11,0.8127123085858996,0.6254761427956865,1.438188451381588,-0.47452753874112447,1.5e-05,0.683965,0.11035,0.000201,0.384182,0.199789,0.08836,0.040201,-2.7792049396873972
10,Broncos,20,10,0,7,5,28,14,0,10,-1.0849359646802177,2.2746895094541286,1.189753544773914,1.275171487406353,0.0,0.815631,0.212575,0.004659,0.477819,0.262748,0.117041,0.053016,0.7811370907749693
11,Dragons,12,6,0,10,12,18,9,0,15,0.7353520893892578,-3.5262207363177183,-2.790868646928458,0.8503962323142086,0.024388,0.073667,0.001378,0.0,0.040769,0.020701,0.009217,0.004515,1.1557828295990702
12,Cowboys,13,6,1,10,11,19,9,1,14,-3.3713312954209895,-0.6056179914211297,-3.976949286842116,1.2349388545354694,0.021794,0.076727,0.000213,0.0,0.036406,0.01599,0.006048,0.002645,-1.9185742994340937
13,Knights,12,6,0,11,13,18,9,0,15,-5.626024039036319,1.5818512765278867,-4.044172762508431,0.40971384667202765,0.040036,0.024549,3.6e-05,0.0,0.012886,0.006313,0.002706,0.001269,0.6375622033739167
14,Eels,10,5,0,11,16,16,8,0,16,-3.4349460600763995,-3.1378219639149485,-6.572768023991346,-0.8367657011639631,0.188261,0.005711,8e-06,0.0,0.003031,0.001544,0.00069,0.000354,1.182400446559555
15,Tigers,12,6,0,11,14,18,9,0,15,-2.915589097817814,-3.8280191399576076,-6.743608237775421,-0.6508709821006775,0.067541,0.017603,1e-05,0.0,0.008413,0.003799,0.001459,0.000615,-1.3772932984070747
16,Rabbitohs,12,6,0,11,15,18,9,0,15,-1.043478882251726,-5.74483794775211,-6.788316830003835,-0.5893259399081815,0.10875,0.013486,1.2e-05,0.0,0.006449,0.002882,0.001114,0.000484,-0.9069663139194029
17,Titans,8,4,0,12,17,12,6,0,18,-5.4445700736475136,-5.7710022310675875,-11.2155723047151,-1.0595784901227843,0.549041,0.000778,1e-06,0.0,0.000366,0.00017,5.7e-05,3e-05,-0.6234937798642561
