Rank,Team,Points,Wins,Draws,Losses,Projected Finish,Projected Points,Projected Wins,Projected Draws,Projected Losses,Offensive Rating,Defensive Rating,Total Rating,form,Spoon,Top 8,Top 4,Minor Premiers,Week 2,Week 3,Make GF,Premiers,SoS
1,Storm,16,8,0,4,3,34,17,0,7,5.868401796186636,5.665341645248284,11.533743441434924,-0.4421590723142009,2e-06,0.977405,0.812699,0.184283,0.898907,0.731929,0.447661,0.260487,-0.46475714657371964
2,Raiders,22,11,0,3,1,36,18,0,6,5.187885376221807,3.2033087736993635,8.391194149921173,1.6683869760768992,0.0,0.997593,0.938752,0.367978,0.963578,0.758928,0.394274,0.191449,-3.1638316804260365
3,Bulldogs,20,10,0,2,2,36,18,0,6,2.5601061637968807,4.38581836942111,6.945924533217994,-0.8996291839721174,0.0,0.983567,0.835663,0.280618,0.898289,0.676018,0.346851,0.169956,0.32512553481278955
4,Roosters,10,5,0,7,8,24,12,0,12,5.460557705551441,-0.11612379212663132,5.34443391342481,0.7254982972141971,0.00518,0.556647,0.098294,0.001121,0.372704,0.221649,0.114234,0.063344,0.5745665442629531
5,Warriors,20,10,0,3,4,34,17,0,7,0.9068988726816423,3.261210296946225,4.16810916962787,0.9640172273050691,0.0,0.983684,0.802968,0.15811,0.873681,0.592606,0.257541,0.108711,-3.0377190904882365
6,Dolphins,12,6,0,7,5,26,13,0,11,1.6682292180819265,2.2231159797681124,3.8913451978500406,1.8013024593123355,0.000941,0.705857,0.159629,0.002113,0.454658,0.258584,0.122629,0.060078,-1.0468629414886437
7,Panthers,11,5,1,7,9,23,11,1,12,-2.656290473084528,4.488877407317277,1.8325869342327503,-1.1096736518783996,0.014817,0.414271,0.038466,0.000362,0.23638,0.120806,0.052932,0.026346,-0.017625763337244586
8,Sharks,14,7,0,6,6,26,13,0,11,2.031626439166055,-0.4647422222899884,1.5668842168760664,-1.260034565064464,0.000922,0.700733,0.160295,0.003501,0.420428,0.224535,0.098319,0.044926,-0.9356073713877655
9,Manly,12,6,0,7,7,24,12,0,12,-0.10162895810777611,1.097233826841972,0.9956048687341976,-0.7804079574567604,0.004384,0.487488,0.062438,0.001156,0.278299,0.142469,0.062059,0.029517,0.5498748817514773
10,Cowboys,11,5,1,6,10,21,10,1,13,2.505075659647537,-4.636064921652115,-2.1309892620045785,-2.0026047414992036,0.027563,0.348259,0.039465,0.00029,0.186772,0.089407,0.036115,0.016211,-0.26411447591751563
11,Dragons,10,5,0,7,13,18,9,0,15,-1.8680850905337099,-2.2101142885855762,-4.078199379119285,-0.09950364581998745,0.059591,0.165261,0.012916,0.000138,0.088261,0.041848,0.016541,0.007399,2.2285459862316475
12,Eels,8,4,0,9,14,18,9,0,15,-5.139138452551404,1.0056503481548074,-4.133488104396594,-0.03764561426980199,0.116445,0.084489,0.001465,1e-06,0.043428,0.019703,0.007578,0.003487,-0.24171465303930664
13,Broncos,12,6,0,7,11,20,10,0,14,-1.144385696279238,-3.2156722429063356,-4.360057939185571,-0.3804988512772433,0.01644,0.273588,0.024864,0.000292,0.132641,0.058287,0.021436,0.009046,0.9105082202069256
14,Rabbitohs,12,6,0,7,12,20,10,0,14,-3.06822850149329,-3.127558450157868,-6.195786951651155,-0.5234655865257347,0.049552,0.160794,0.007219,2.7e-05,0.073931,0.029836,0.01,0.003953,0.800132396847983
15,Knights,10,5,0,8,16,16,8,0,16,-7.881420969254995,1.454847026883198,-6.4265739423717925,1.2516931513495062,0.105649,0.064255,0.002282,6e-06,0.032023,0.01402,0.005035,0.002234,3.135905078882007
16,Tigers,10,5,0,8,15,18,9,0,15,-2.083370138813059,-4.524039390036242,-6.607409528849301,0.4157843512567012,0.123034,0.073876,0.002222,3e-06,0.03575,0.015275,0.005465,0.002342,1.223547335484232
17,Titans,6,3,0,9,17,14,7,0,17,-1.087944571446386,-9.649376746295133,-10.737321317741518,-0.4232300274983644,0.47548,0.022233,0.000363,1e-06,0.01027,0.0041,0.00133,0.000514,-1.1177084798323087
