Rank,Team,Points,Wins,Draws,Losses,Projected Finish,Projected Points,Projected Wins,Projected Draws,Projected Losses,Offensive Rating,Defensive Rating,Total Rating,form,Spoon,Top 8,Top 4,Minor Premiers,Week 2,Week 3,Make GF,Premiers,SoS
1,Storm,12,6,0,3,2,34,17,0,7,8.038482946571035,4.828639871405538,12.867122817976576,-0.21338343303337867,3e-05,0.953677,0.776025,0.277632,0.874572,0.727399,0.454905,0.269981,0.3754713001015727
2,Bulldogs,16,8,0,1,1,36,18,0,6,3.378658548747854,6.259453079728382,9.638111628476235,0.0678470690612647,3e-06,0.975627,0.854176,0.442713,0.908842,0.732772,0.404458,0.211308,0.8220066958313145
3,Sharks,12,6,0,4,5,28,14,0,10,2.5608248741243718,2.7934934725550935,5.35431834667947,-0.2534673616246666,0.000588,0.790549,0.393483,0.049053,0.599619,0.398716,0.198554,0.096236,0.8315234877023829
4,Panthers,7,3,1,6,7,25,12,1,11,3.86821316382388,1.2902621961790857,5.158475360002966,0.25212699761718566,0.009638,0.570675,0.142157,0.005299,0.393247,0.237198,0.1186,0.061462,-1.856204219482691
5,Cowboys,9,4,1,4,6,27,13,1,10,6.571934132282828,-2.690113943251723,3.8818201890311075,-0.21794033888741507,0.005549,0.650592,0.249885,0.021854,0.464958,0.29351,0.143956,0.070123,-0.31562404308488823
6,Raiders,14,7,0,3,3,32,16,0,8,3.4143800737547094,0.17265597931981835,3.58703605307453,0.4484839115655814,0.000167,0.906281,0.62838,0.105466,0.742839,0.495001,0.213053,0.088005,-3.6778950508849784
7,Roosters,8,4,0,5,9,24,12,0,12,5.029808265390061,-1.8631762266175598,3.166632038772505,0.3368083330030436,0.016656,0.434755,0.12278,0.009498,0.301766,0.186727,0.094498,0.049036,2.1332861288507607
8,Manly,8,4,0,5,8,24,12,0,12,-0.30078654711693087,1.0820197065683481,0.7812331594514199,-0.3802315066429862,0.013174,0.502465,0.141687,0.008544,0.32336,0.182665,0.080754,0.036655,-1.2760461684065796
9,Warriors,14,7,0,2,4,30,15,0,9,-2.637812870168944,2.870293328489632,0.2324804583206881,0.6088072201766159,0.000907,0.799578,0.443366,0.07185,0.581532,0.346297,0.133981,0.050774,-2.075467520240419
10,Dolphins,8,4,0,6,11,22,11,0,13,-0.5115694046029873,-1.010031895580123,-1.5216013001831101,-0.584154854025796,0.02351,0.311523,0.062467,0.001397,0.190181,0.099719,0.04153,0.018159,0.13439878239394767
11,Broncos,10,5,0,5,10,22,11,0,13,-1.7921245049776267,-1.4428464924253093,-3.2349709974029377,-0.5052146549257645,0.014906,0.378185,0.079908,0.004199,0.21261,0.105427,0.041446,0.017207,0.18387571601229144
12,Dragons,6,3,0,6,13,18,9,0,15,-2.3629919007522378,-1.4196503929149955,-3.7826422936672293,-0.9228056050335365,0.094551,0.157567,0.026609,0.000518,0.095904,0.050246,0.020994,0.009414,1.1443930356487921
13,Rabbitohs,10,5,0,5,12,20,10,0,14,-5.988945726862351,1.3623501705350087,-4.626595556327341,0.394073028730384,0.034353,0.230587,0.038456,0.00135,0.128237,0.061115,0.023148,0.009487,0.6080400063013508
14,Eels,4,2,0,7,17,14,7,0,17,-4.798436634445523,-1.6261768895494844,-6.424613523995005,0.8013455867069137,0.291848,0.052294,0.003774,3.6e-05,0.029836,0.014425,0.005764,0.002661,0.5219501851029239
15,Knights,6,3,0,6,15,16,8,0,16,-8.594518418237222,0.8267336973145728,-7.7677847209226485,-0.10174418601889094,0.200724,0.074881,0.008873,0.000112,0.041511,0.019314,0.007074,0.002933,1.4924125464762312
16,Tigers,10,5,0,5,14,18,9,0,15,0.28213655887219913,-8.128802218837068,-7.8466656599648665,0.0519098298731843,0.059681,0.145024,0.021601,0.000433,0.076611,0.034371,0.012059,0.004474,1.1645032924083911
17,Titans,6,3,0,6,16,16,8,0,16,0.4699716261432382,-9.932327625465566,-9.462355999322329,-0.3390971076339427,0.233715,0.06574,0.006373,4.6e-05,0.034375,0.015098,0.005226,0.002085,-0.1760744568255745
